player_id,player_code,name,date_of_birth,age,height,citizenship,position,foot,current_market_value,intl_caps,intl_goals,source_league,season_id,competition_code
1006411,jaydee-canvot,Jaydee Canvot,29/07/2006,19.0,"1,88 m",France,Defender - Centre-Back,right,20000000.0,6.0,0.0,2024-ligue-1,2024,ligue-1
410225,ismaila-sarr,Ismaïla Sarr,25/02/1998,28.0,"1,85 m",Senegal,Attack - Right Winger,right,35000000.0,82.0,19.0,2024-ligue-1,2024,ligue-1
711544,jake-obrien,Jake O'Brien,15/05/2001,24.0,"1,97 m",Ireland,Defender - Right-Back,right,18000000.0,15.0,0.0,2024-ligue-1,2024,ligue-1
970279,jacques-ekomie,Jacques Ekomié,19/08/2003,22.0,"1,79 m",Gabon,Defender - Left-Back,left,7000000.0,21.0,0.0,2024-ligue-1,2024,ligue-1
656441,jean-onana,Jean Onana,08/01/2000,26.0,"1,89 m",Cameroon,Midfield - Defensive Midfield,right,1300000.0,14.0,0.0,2024-ligue-1,2024,ligue-1
1057820,jeremy-agbonifo,Jeremy Agbonifo,24/10/2005,20.0,"1,78 m",Sweden,Attack - Right Winger,left,4500000.0,7.0,2.0,2024-ligue-1,2024,ligue-1
919515,jeanuel-belocian,Jeanuël Belocian,17/02/2005,21.0,"1,86 m",France,Defender - Centre-Back,left,12000000.0,7.0,0.0,2024-ligue-1,2024,ligue-1
27490,jean-louis-leca,Jean-Louis Leca,21/09/1985,40.0,"1,80 m",France,Goalkeeper,right,,,,2024-ligue-1,2024,ligue-1
884072,jeffinho,Jeffinho,30/12/1999,26.0,"1,76 m",Brazil,Attack - Left Winger,right,4500000.0,,,2024-ligue-1,2024,ligue-1
1004301,jeremy-jacquet,Jérémy Jacquet,13/07/2005,20.0,"1,90 m",France,Defender - Centre-Back,right,55000000.0,5.0,0.0,2024-ligue-1,2024,ligue-1
182894,jean-philippe-gbamin,Jean-Philippe Gbamin,25/09/1995,30.0,"1,86 m",Cote d'Ivoire,Defender - Centre-Back,right,2000000.0,24.0,0.0,2024-ligue-1,2024,ligue-1
999229,jeremy-sebas,Jérémy Sebas,14/04/2003,23.0,"1,87 m",Martinique,Attack - Centre-Forward,right,600000.0,5.0,0.0,2024-ligue-1,2024,ligue-1
713787,jhoanner-chavez,Jhoanner Chávez,25/04/2002,24.0,"1,82 m",Ecuador,Defender - Left-Back,left,2800000.0,7.0,0.0,2024-ligue-1,2024,ligue-1
539232,jessy-deminguet,Jessy Deminguet,07/01/1998,28.0,"1,78 m",France,Midfield - Central Midfield,left,2500000.0,3.0,0.0,2024-ligue-1,2024,ligue-1
646733,jim-allevinah,Jim Allevinah,27/02/1995,31.0,"1,72 m",Gabon,Attack - Right Winger,right,1200000.0,35.0,8.0,2024-ligue-1,2024,ligue-1
315253,jeffrey-de-lange,Jeffrey de Lange,01/04/1998,28.0,"1,90 m",Netherlands,Goalkeeper,right,3000000.0,2.0,0.0,2024-ligue-1,2024,ligue-1
737781,jeremy-le-douaron,Jérémy Le Douaron,21/04/1998,28.0,"1,89 m",France,Attack - Centre-Forward,left,2500000.0,,,2024-ligue-1,2024,ligue-1
670681,joao-neves,João Neves,27/09/2004,21.0,"1,74 m",Portugal,Midfield - Central Midfield,right,110000000.0,21.0,3.0,2024-ligue-1,2024,ligue-1
585973,johann-lepenant,Johann Lepenant,22/10/2002,23.0,"1,76 m",France,Midfield - Defensive Midfield,right,7000000.0,16.0,2.0,2024-ligue-1,2024,ligue-1
672381,jonathan-rowe,Jonathan Rowe,30/04/2003,23.0,"1,73 m",England,Attack - Left Winger,right,20000000.0,10.0,3.0,2024-ligue-1,2024,ligue-1
206912,jimmy-cabot,Jimmy Cabot,18/04/1994,32.0,"1,64 m",France,Midfield - Right Midfield,right,,,,2024-ligue-1,2024,ligue-1
241229,jordan-amavi,Jordan Amavi,09/03/1994,32.0,"1,76 m",France,Defender - Left-Back,left,750000.0,0.0,0.0,2024-ligue-1,2024,ligue-1
667517,jordan-james,Jordan James,02/07/2004,21.0,"1,82 m",Wales,Midfield - Central Midfield,right,12000000.0,26.0,1.0,2024-ligue-1,2024,ligue-1
227081,joaquin-correa,Joaquín Correa,13/08/1994,31.0,"1,88 m",Argentina,Attack - Second Striker,right,2000000.0,19.0,4.0,2024-ligue-1,2024,ligue-1
164771,jordan-veretout,Jordan Veretout,01/03/1993,33.0,"1,77 m",France,Midfield - Central Midfield,right,3500000.0,6.0,0.0,2024-ligue-1,2024,ligue-1
355369,jordan,Jordan,26/04/1996,30.0,"1,91 m",United States,Attack - Centre-Forward,right,2000000.0,9.0,1.0,2024-ligue-1,2024,ligue-1
841121,john-patrick,John Patrick,24/09/2003,22.0,"1,92 m",Ireland,Midfield - Central Midfield,right,800000.0,1.0,0.0,2024-ligue-1,2024,ligue-1
175639,jonathan-clauss,Jonathan Clauss,25/09/1992,33.0,"1,78 m",France,Defender - Right-Back,right,4500000.0,14.0,2.0,2024-ligue-1,2024,ligue-1
91059,joshua-king,Joshua King,15/01/1992,34.0,"1,80 m",Norway,Attack - Centre-Forward,right,1500000.0,62.0,20.0,2024-ligue-1,2024,ligue-1
794349,julien-le-cardinal,Julien Le Cardinal,03/08/1997,28.0,"1,84 m",France,Defender - Centre-Back,right,1500000.0,,,2024-ligue-1,2024,ligue-1
364245,jordan-teze,Jordan Teze,30/09/1999,26.0,"1,83 m",Netherlands,Defender - Right-Back,right,15000000.0,4.0,0.0,2024-ligue-1,2024,ligue-1
313094,jordan-lotomba,Jordan Lotomba,29/09/1998,27.0,"1,77 m",Switzerland,Defender - Right-Back,right,3500000.0,8.0,1.0,2024-ligue-1,2024,ligue-1
1121298,juma-bah,Juma Bah,11/04/2006,20.0,"1,95 m",Sierra Leone,Defender - Centre-Back,right,10000000.0,7.0,1.0,2024-ligue-1,2024,ligue-1
1009596,junior-diaz,Junior Diaz,23/07/2003,22.0,"1,93 m",Cote d'Ivoire,Defender - Centre-Back,right,6000000.0,1.0,0.0,2024-ligue-1,2024,ligue-1
329812,jota,Jota,30/03/1999,27.0,"1,76 m",Portugal,Attack - Left Winger,right,5000000.0,18.0,5.0,2024-ligue-1,2024,ligue-1
1011200,junior-mwanga,Junior Mwanga,11/05/2003,23.0,"1,84 m",France,Midfield - Defensive Midfield,both,6000000.0,6.0,1.0,2024-ligue-1,2024,ligue-1
862972,josue-escartin,Josué Escartin,21/03/2003,23.0,"1,93 m",France,Defender - Centre-Back,right,300000.0,0.0,0.0,2024-ligue-1,2024,ligue-1
1030153,justin-bourgault,Justin Bourgault,14/09/2005,20.0,"1,85 m",France,Defender - Left-Back,left,800000.0,7.0,0.0,2024-ligue-1,2024,ligue-1
1141560,kader-meite,Kader Meïté,11/10/2007,18.0,"1,93 m",Cote d'Ivoire,Attack - Centre-Forward,right,18000000.0,1.0,0.0,2024-ligue-1,2024,ligue-1
126719,juan-bernat,Juan Bernat,01/03/1993,33.0,"1,70 m",Spain,Defender - Left-Back,left,500000.0,11.0,1.0,2024-ligue-1,2024,ligue-1
466602,karamoko-dembele,Karamoko Dembélé,22/02/2003,23.0,"1,67 m",England,Midfield - Attacking Midfield,left,2000000.0,1.0,0.0,2024-ligue-1,2024,ligue-1
802986,justin-bengui,Justin Bengui,09/07/2005,20.0,"1,90 m",France,Goalkeeper,left,250000.0,4.0,0.0,2024-ligue-1,2024,ligue-1
575319,kandet-diawara,Kandet Diawara,10/02/2000,26.0,"1,80 m",Guinea,Attack - Left Winger,right,700000.0,5.0,2.0,2024-ligue-1,2024,ligue-1
204585,joseph-lopy,Joseph Lopy,15/03/1992,34.0,"1,81 m",Senegal,Midfield - Central Midfield,right,200000.0,7.0,0.0,2024-ligue-1,2024,ligue-1
986262,junior-ndiaye,Junior Ndiaye,29/03/2005,21.0,"1,83 m",United Arab Emirates,Attack - Centre-Forward,left,250000.0,10.0,6.0,2024-ligue-1,2024,ligue-1
354664,junior-flemmings,Junior Flemmings,16/01/1996,30.0,"1,80 m",Jamaica,Attack - Left Winger,right,700000.0,26.0,4.0,2024-ligue-1,2024,ligue-1
565406,kazeem-olaigbe,Kazeem Olaigbe,02/01/2003,23.0,"1,78 m",Belgium,Attack - Left Winger,right,4000000.0,13.0,4.0,2024-ligue-1,2024,ligue-1
385817,karol-fila,Karol Fila,13/06/1998,27.0,"1,83 m",Poland,Defender - Right-Back,right,250000.0,13.0,1.0,2024-ligue-1,2024,ligue-1
671594,kamory-doumbia,Kamory Doumbia,18/02/2003,23.0,"1,70 m",Mali,Midfield - Attacking Midfield,right,9000000.0,30.0,14.0,2024-ligue-1,2024,ligue-1
263236,kevin-danso,Kevin Danso,19/09/1998,27.0,"1,90 m",Austria,Defender - Centre-Back,right,20000000.0,31.0,0.0,2024-ligue-1,2024,ligue-1
1052288,karim-cisse,Karim Cissé,14/11/2004,21.0,"1,75 m",Guinea,Midfield - Attacking Midfield,right,150000.0,4.0,0.0,2024-ligue-1,2024,ligue-1
485583,ki-jana-hoever,Ki-Jana Hoever,18/01/2002,24.0,"1,83 m",Netherlands,Defender - Right-Back,right,5000000.0,6.0,1.0,2024-ligue-1,2024,ligue-1
27389,kevin-gameiro,Kévin Gameiro,09/05/1987,39.0,"1,72 m",France,Attack - Centre-Forward,right,,13.0,3.0,2024-ligue-1,2024,ligue-1
