type,club,direction,player,player_href,age,nationality,position,market_value,origin_club,fee,source,source_league,fee_type,fee_raw,position_group,buyer,seller,premium_ratio,season_id,competition_code,net_transfer_record,squad_size,average_age,national_team_players,competition_name,country_name,league_total_market_value
transfer,KVRS Waasland - SK Beveren,Out,Apostolos Vellios,/apostolos-vellios/profil/spieler/124495,27.0,Greece,Centre-Forward,600000.0,Nott'm Forest,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Attacker,Nott'm Forest,KVRS Waasland - SK Beveren,,2019,jupiler-pro-league,1440000.0,25,25.8,2,Jupiler Pro League,Belgium,1130000000.0
transfer,KVRS Waasland - SK Beveren,Out,Davy Roef,/davy-roef/profil/spieler/140808,25.0,Belgium,Goalkeeper,1200000.0,RSC Anderlecht,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Goalkeeper,RSC Anderlecht,KVRS Waasland - SK Beveren,,2019,jupiler-pro-league,1440000.0,25,25.8,2,Jupiler Pro League,Belgium,1130000000.0
transfer,KVRS Waasland - SK Beveren,Out,Franko Andrijasevic,/franko-andrijasevic/profil/spieler/107377,28.0,Croatia,Attacking Midfield,1800000.0,KAA Gent,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Midfielder,KAA Gent,KVRS Waasland - SK Beveren,,2019,jupiler-pro-league,1440000.0,25,25.8,2,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Geoffry Hairemans,/geoffry-hairemans/profil/spieler/110292,27.0,Belgium,Right Winger,900000.0,Royal Antwerp,400000.0,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,€400k,Attacker,KV Mechelen,Royal Antwerp,-0.5555555555555556,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Issa Kaboré,/issa-kabore/profil/spieler/649452,18.0,Burkina Faso,Right-Back,,Rahimo FC,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,?,Defender,KV Mechelen,Rahimo FC,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Sheldon Bateau,/sheldon-bateau/profil/spieler/113378,28.0,Trinidad and Tobago,Centre-Back,1000000.0,Sarpsborg 08,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,?,Defender,KV Mechelen,Sarpsborg 08,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Yannick Thoelen,/yannick-thoelen/profil/spieler/64246,29.0,Belgium,Goalkeeper,500000.0,KAA Gent,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,?,Goalkeeper,KV Mechelen,KAA Gent,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Jordi Vanlerberghe,/jordi-vanlerberghe/profil/spieler/235275,23.0,Belgium,Centre-Back,1200000.0,Club Brugge,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,loan_free,loan transfer,Defender,KV Mechelen,Club Brugge,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Dante Vanzeir,/dante-vanzeir/profil/spieler/289648,21.0,Belgium,Centre-Forward,1300000.0,Genk,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,loan_free,loan transfer,Attacker,KV Mechelen,Genk,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Aster Vranckx,/aster-vranckx/profil/spieler/503881,16.0,Belgium,Central Midfield,,KV Mechelen U18,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,unknown,-,Midfielder,KV Mechelen,KV Mechelen U18,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Arno Van Keilegom,/arno-van-keilegom/profil/spieler/381974,20.0,Belgium,Right Winger,,KV Mechelen U21,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,unknown,-,Attacker,KV Mechelen,KV Mechelen U21,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Jordy Peffer,/jordy-peffer/profil/spieler/212574,22.0,Belgium,Centre-Forward,,Lyra-Lierse,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Attacker,KV Mechelen,Lyra-Lierse,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Mamadou Bagayoko,/mamadou-bagayoko/profil/spieler/81897,29.0,Cote d'Ivoire,Right-Back,500000.0,Red Star FC,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Defender,KV Mechelen,Red Star FC,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Dimitrios Kolovos,/dimitrios-kolovos/profil/spieler/162261,26.0,Greece,Left Winger,600000.0,Omonia Nicosia,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Attacker,KV Mechelen,Omonia Nicosia,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Hannes Smolders,/hannes-smolders/profil/spieler/369278,21.0,Belgium,Centre-Back,,KSK Lierse Kem.,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Defender,KV Mechelen,KSK Lierse Kem.,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Miguel Cobos Copado,/miguel-cobos-copado/profil/spieler/380433,22.0,Belgium,Central Midfield,,KFC Duffel,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Midfielder,KV Mechelen,KFC Duffel,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Glenn Claes,/glenn-claes/profil/spieler/129579,25.0,Belgium,Attacking Midfield,350000.0,Lommel SK,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Midfielder,KV Mechelen,Lommel SK,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,In,Ahmed El Messaoudi,/ahmed-el-messaoudi/profil/spieler/303939,23.0,Morocco,Central Midfield,1000000.0,Fortuna Sittard,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,end_of_loan,End of loan 30/06/2019,Midfielder,KV Mechelen,Fortuna Sittard,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Dimitrios Kolovos,/dimitrios-kolovos/profil/spieler/162261,26.0,Greece,Left Winger,600000.0,Omonia Nicosia,130000.0,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,€130k,Attacker,Omonia Nicosia,KV Mechelen,-0.7833333333333333,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Seth De Witte,/seth-de-witte/profil/spieler/42191,31.0,Belgium,Centre-Back,350000.0,KSC Lokeren,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,free,free transfer,Defender,KSC Lokeren,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Michael Verrips,/michael-verrips/profil/spieler/288259,22.0,Netherlands,Goalkeeper,1500000.0,Sheff Utd,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,free,free transfer,Goalkeeper,Sheff Utd,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Tim Matthys,/tim-matthys/profil/spieler/22348,35.0,Belgium,Right Midfield,,SK Munkzwalm,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,free,free transfer,Midfielder,SK Munkzwalm,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Jordy Peffer,/jordy-peffer/profil/spieler/212574,22.0,Belgium,Centre-Forward,,Lyra-Lierse,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,free,free transfer,Attacker,Lyra-Lierse,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Miguel Cobos Copado,/miguel-cobos-copado/profil/spieler/380433,22.0,Belgium,Central Midfield,,KFC Duffel,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,free,free transfer,Midfielder,KFC Duffel,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Ahmed El Messaoudi,/ahmed-el-messaoudi/profil/spieler/303939,24.0,Morocco,Central Midfield,1000000.0,FC Groningen,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,?,Midfielder,FC Groningen,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Hannes Smolders,/hannes-smolders/profil/spieler/369278,21.0,Belgium,Centre-Back,,KSK Lierse Kem.,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,?,Defender,KSK Lierse Kem.,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Glenn Claes,/glenn-claes/profil/spieler/129579,25.0,Belgium,Attacking Midfield,350000.0,RE Virton,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,?,Midfielder,RE Virton,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Germán Mera,/german-mera/profil/spieler/73704,29.0,Colombia,Centre-Back,900000.0,Junior FC,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,paid,?,Defender,Junior FC,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Mathieu Cornet,/mathieu-cornet/profil/spieler/72734,29.0,Belgium,Centre-Forward,,RWDM,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,loan_free,loan transfer,Attacker,RWDM,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Trova Boni,/trova-boni/profil/spieler/557012,20.0,Burkina Faso,Defensive Midfield,50000.0,Varzim,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,loan_free,loan transfer,Midfielder,Varzim,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Arno Van Keilegom,/arno-van-keilegom/profil/spieler/381974,20.0,Belgium,Right Winger,,KSK Heist,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,loan_free,loan transfer,Attacker,KSK Heist,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,KV Mechelen,Out,Alec Van Hoorenbeeck,/alec-van-hoorenbeeck/profil/spieler/405892,21.0,Belgium,Centre-Back,,KSK Heist,,https://www.transfermarkt.co.uk/jupiler-pro-league/transfers/wettbewerb/BE1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-jupiler-pro-league,loan_free,loan transfer,Defender,KSK Heist,KV Mechelen,,2019,jupiler-pro-league,5630000.0,29,23.5,4,Jupiler Pro League,Belgium,1130000000.0
transfer,FC Barcelona,In,Antoine Griezmann,/antoine-griezmann/profil/spieler/125781,28.0,France,Second Striker,130000000.0,Atlético,120000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€120.00m,Attacker,FC Barcelona,Atlético,-0.07692307692307687,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Frenkie de Jong,/frenkie-de-jong/profil/spieler/326330,22.0,Netherlands,Central Midfield,85000000.0,Ajax,86000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€86.00m,Midfielder,FC Barcelona,Ajax,0.0117647058823529,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Neto,/neto/profil/spieler/111819,29.0,Brazil,Goalkeeper,18000000.0,Valencia,26000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€26.00m,Goalkeeper,FC Barcelona,Valencia,0.4444444444444444,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Pedri,/pedri/profil/spieler/683840,16.0,Spain,Central Midfield,,UD Las Palmas,23000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€23.00m,Midfielder,FC Barcelona,UD Las Palmas,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Junior Firpo,/junior-firpo/profil/spieler/374139,22.0,Dominican Republic,Left-Back,25000000.0,Real Betis,20000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€20.00m,Defender,FC Barcelona,Real Betis,-0.19999999999999996,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Martin Braithwaite,/martin-braithwaite/profil/spieler/95732,28.0,Denmark,Centre-Forward,10000000.0,CD Leganés,18000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€18.00m,Attacker,FC Barcelona,CD Leganés,0.8,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Matheus Fernandes,/matheus-fernandes/profil/spieler/351892,21.0,Brazil,Defensive Midfield,3500000.0,Palmeiras,7000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€7.00m,Midfielder,FC Barcelona,Palmeiras,1.0,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Marc Cucurella,/marc-cucurella/profil/spieler/284857,20.0,Spain,Left-Back,10000000.0,SD Eibar,4000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€4.00m,Defender,FC Barcelona,SD Eibar,-0.6,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Carles Pérez,/carles-perez/profil/spieler/282810,21.0,Spain,Right Winger,1500000.0,Barcelona B,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,unknown,-,Attacker,FC Barcelona,Barcelona B,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Juan Miranda,/juan-miranda/profil/spieler/341227,19.0,Spain,Left-Back,5000000.0,Barcelona B,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,unknown,-,Defender,FC Barcelona,Barcelona B,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Moussa Wagué,/moussa-wague/profil/spieler/364240,20.0,Senegal,Right-Back,5000000.0,Barcelona B,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,unknown,-,Defender,FC Barcelona,Barcelona B,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Arda Turan,/arda-turan/profil/spieler/21369,32.0,Türkiye,Left Winger,800000.0,Basaksehir,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 04/01/2020,Attacker,FC Barcelona,Basaksehir,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Pedri,/pedri/profil/spieler/683840,17.0,Spain,Central Midfield,7200000.0,UD Las Palmas,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 31/07/2020,Midfielder,FC Barcelona,UD Las Palmas,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Matheus Fernandes,/matheus-fernandes/profil/spieler/351892,22.0,Brazil,Defensive Midfield,3200000.0,Real Valladolid,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 31/07/2020,Midfielder,FC Barcelona,Real Valladolid,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Denis Suárez,/denis-suarez/profil/spieler/165007,25.0,Spain,Attacking Midfield,12000000.0,Arsenal,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Midfielder,FC Barcelona,Arsenal,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Marc Cucurella,/marc-cucurella/profil/spieler/284857,20.0,Spain,Left-Back,10000000.0,SD Eibar,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Defender,FC Barcelona,SD Eibar,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Paco Alcácer,/paco-alcacer/profil/spieler/126716,25.0,Spain,Centre-Forward,37000000.0,Dortmund,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Attacker,FC Barcelona,Dortmund,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Sergi Palencia,/sergi-palencia/profil/spieler/268176,23.0,Spain,Right-Back,6000000.0,G. Bordeaux,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Defender,FC Barcelona,G. Bordeaux,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,André Gomes,/andre-gomes/profil/spieler/221025,25.0,Portugal,Central Midfield,28000000.0,Everton,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Midfielder,FC Barcelona,Everton,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Adrián Ortolá,/adrian-ortola/profil/spieler/142033,25.0,Spain,Goalkeeper,1000000.0,Dep. La Coruña,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Goalkeeper,FC Barcelona,Dep. La Coruña,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Douglas,/douglas/profil/spieler/58426,28.0,Brazil,Right-Back,2000000.0,Sivasspor,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Defender,FC Barcelona,Sivasspor,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,In,Marc Cardona,/marc-cardona/profil/spieler/443222,23.0,Spain,Centre-Forward,1500000.0,SD Eibar,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,end_of_loan,End of loan 30/06/2019,Attacker,FC Barcelona,SD Eibar,,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,Out,Malcom,/malcom/profil/spieler/323704,22.0,Brazil,Right Winger,40000000.0,Zenit S-Pb,41500000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€41.50m,Attacker,Zenit S-Pb,FC Barcelona,0.03750000000000009,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,Out,Jasper Cillessen,/jasper-cillessen/profil/spieler/146227,30.0,Netherlands,Goalkeeper,18000000.0,Valencia,35000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€35.00m,Goalkeeper,Valencia,FC Barcelona,0.9444444444444444,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,Out,André Gomes,/andre-gomes/profil/spieler/221025,25.0,Portugal,Central Midfield,28000000.0,Everton,25000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€25.00m,Midfielder,Everton,FC Barcelona,-0.1071428571428571,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
transfer,FC Barcelona,Out,Paco Alcácer,/paco-alcacer/profil/spieler/126716,25.0,Spain,Centre-Forward,37000000.0,Dortmund,21000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2019&s_w=&leihe=1&intern=0&intern=1,2019-laliga,paid,€21.00m,Attacker,Dortmund,FC Barcelona,-0.43243243243243246,2019,laliga,3700000.0,25,25.6,19,LaLiga,Spain,5440000000.0
