type,club,direction,player,player_href,age,nationality,position,market_value,origin_club,fee,source,source_league,fee_type,fee_raw,position_group,buyer,seller,premium_ratio,season_id,competition_code,net_transfer_record,squad_size,average_age,national_team_players,competition_name,country_name,league_total_market_value
transfer,Girona FC,Out,Santiago Bueno,/santiago-bueno/profil/spieler/438001,24.0,Uruguay,Centre-Back,8000000.0,Wolves,12000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€12.00m,Defender,Wolves,Girona FC,0.5,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Oriol Romeu,/oriol-romeu/profil/spieler/66100,31.0,Spain,Defensive Midfield,5000000.0,Barcelona,3400000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€3.40m,Midfielder,Barcelona,Girona FC,-0.31999999999999995,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Ramón Terrats,/ramon-terrats/profil/spieler/783396,22.0,Spain,Central Midfield,4000000.0,Villarreal,2500000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€2.50m,Midfielder,Villarreal,Girona FC,-0.375,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Bernardo Espinosa,/bernardo-espinosa/profil/spieler/64598,34.0,Colombia,Centre-Back,1200000.0,Atl. Nacional,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Defender,Atl. Nacional,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Ilyas Chaira,/ilyas-chaira/profil/spieler/593412,22.0,Morocco,Left Winger,400000.0,CD Mirandés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,CD Mirandés,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Óscar Ureña,/oscar-urena/profil/spieler/921734,20.0,Dominican Republic,Left Winger,400000.0,CD Leganés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,CD Leganés,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Álex Sala,/alex-sala/profil/spieler/582664,22.0,Spain,Central Midfield,200000.0,Córdoba CF,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Midfielder,Córdoba CF,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Pau Víctor,/pau-victor/profil/spieler/707572,21.0,Spain,Centre-Forward,300000.0,Barça Atlètic,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,Barça Atlètic,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Manu Vallejo,/manu-vallejo/profil/spieler/527350,26.0,Spain,Second Striker,2400000.0,Real Zaragoza,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,Real Zaragoza,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Alexander Callens,/alexander-callens/profil/spieler/147462,31.0,Peru,Centre-Back,1800000.0,AEK Athens,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Defender,AEK Athens,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Arnau Ortiz,/arnau-ortiz/profil/spieler/802046,22.0,Spain,Left Winger,200000.0,FC Cartagena,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,FC Cartagena,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Ibrahima Kébé,/ibrahima-kebe/profil/spieler/785967,23.0,Mali,Defensive Midfield,500000.0,CD Mirandés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Midfielder,CD Mirandés,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Arnau Ortiz,/arnau-ortiz/profil/spieler/802046,21.0,Spain,Left Winger,200000.0,Eldense,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,Eldense,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Gabri Martínez,/gabri-martinez/profil/spieler/906948,20.0,Spain,Left Winger,300000.0,CD Mirandés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,CD Mirandés,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Taty Castellanos,/taty-castellanos/profil/spieler/522784,24.0,Argentina,Centre-Forward,15000000.0,New York City,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Attacker,New York City,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Rodrigo Riquelme,/rodrigo-riquelme/profil/spieler/461617,23.0,Spain,Left Winger,12000000.0,Atlético,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Attacker,Atlético,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Yangel Herrera,/yangel-herrera/profil/spieler/378293,25.0,Venezuela,Central Midfield,5000000.0,Man City,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Midfielder,Man City,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Javi Hernández,/javi-hernandez/profil/spieler/422466,25.0,Spain,Left-Back,2500000.0,CD Leganés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Defender,CD Leganés,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Paulo Gazzaniga,/paulo-gazzaniga/profil/spieler/195488,31.0,Argentina,Goalkeeper,3000000.0,Fulham,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Goalkeeper,Fulham,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,Girona FC,Out,Iván Martín,/ivan-martin/profil/spieler/341278,24.0,Spain,Central Midfield,3000000.0,Villarreal,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Midfielder,Villarreal,Girona FC,,2023,laliga,29150000.0,27,28.7,6,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Raúl García,/raul-garcia/profil/spieler/631002,22.0,Spain,Centre-Forward,4000000.0,Real Betis,7000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€7.00m,Attacker,CA Osasuna,Real Betis,0.75,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Alejandro Catena,/alejandro-catena/profil/spieler/449796,28.0,Spain,Centre-Back,8000000.0,Rayo Vallecano,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Defender,CA Osasuna,Rayo Vallecano,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,José Manuel Arnáiz,/jose-manuel-arnaiz/profil/spieler/364603,28.0,Spain,Left Winger,3200000.0,CD Leganés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Attacker,CA Osasuna,CD Leganés,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Johan Mojica,/johan-mojica/profil/spieler/262939,30.0,Colombia,Left-Back,3000000.0,Villarreal,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Defender,CA Osasuna,Villarreal,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Jorge Herrando,/jorge-herrando/profil/spieler/555500,22.0,Spain,Centre-Back,400000.0,Osasuna B,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,unknown,-,Defender,CA Osasuna,Osasuna B,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Iker Muñoz,/iker-munoz/profil/spieler/710677,20.0,Spain,Defensive Midfield,500000.0,Osasuna B,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,unknown,-,Midfielder,CA Osasuna,Osasuna B,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Iker Benito,/iker-benito/profil/spieler/710679,20.0,Spain,Right Winger,300000.0,Osasuna B,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,unknown,-,Attacker,CA Osasuna,Osasuna B,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Javi Martínez,/javi-martinez/profil/spieler/471474,23.0,Spain,Attacking Midfield,1000000.0,SD Huesca,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Midfielder,CA Osasuna,SD Huesca,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,In,Jesús Areso,/jesus-areso/profil/spieler/488626,23.0,Spain,Right-Back,1200000.0,Burgos CF,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Defender,CA Osasuna,Burgos CF,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Chimy Ávila,/chimy-avila/profil/spieler/167721,29.0,Argentina,Centre-Forward,3500000.0,Real Betis,4700000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€4.70m,Attacker,Real Betis,CA Osasuna,0.34285714285714275,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Darko Brasanac,/darko-brasanac/profil/spieler/95641,31.0,Serbia,Central Midfield,1500000.0,CD Leganés,200000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€200k,Midfielder,CD Leganés,CA Osasuna,-0.8666666666666667,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Javi Martínez,/javi-martinez/profil/spieler/471474,23.0,Spain,Attacking Midfield,1000000.0,SD Huesca,100000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_with_fee,Loan fee: €100k,Midfielder,SD Huesca,CA Osasuna,-0.9,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Aridane Hernández,/aridane-hernandez/profil/spieler/82503,34.0,Spain,Centre-Back,1000000.0,Rayo Vallecano,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Defender,Rayo Vallecano,CA Osasuna,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Kike García,/kike-garcia/profil/spieler/93936,33.0,Spain,Centre-Forward,1800000.0,Alavés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Attacker,Alavés,CA Osasuna,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Nacho Vidal,/nacho-vidal/profil/spieler/216870,29.0,Spain,Right-Back,2500000.0,RCD Mallorca,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Defender,RCD Mallorca,CA Osasuna,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Iker Benito,/iker-benito/profil/spieler/710679,20.0,Spain,Right Winger,300000.0,FC Andorra,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Attacker,FC Andorra,CA Osasuna,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Manu Sánchez,/manu-sanchez/profil/spieler/618809,22.0,Spain,Left-Back,10000000.0,Atlético,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Defender,Atlético,CA Osasuna,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,CA Osasuna,Out,Abde Ezzalzouli,/abde-ezzalzouli/profil/spieler/724520,21.0,Morocco,Left Winger,15000000.0,Barcelona,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Attacker,Barcelona,CA Osasuna,,2023,laliga,1500000.0,23,28.1,3,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Pablo Fornals,/pablo-fornals/profil/spieler/357885,27.0,Spain,Central Midfield,17000000.0,West Ham,8000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€8.00m,Midfielder,Real Betis Balompié,West Ham,-0.5294117647058824,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Abde Ezzalzouli,/abde-ezzalzouli/profil/spieler/724520,21.0,Morocco,Left Winger,15000000.0,Barcelona,7500000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€7.50m,Attacker,Real Betis Balompié,Barcelona,-0.5,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Johnny Cardoso,/johnny-cardoso/profil/spieler/689505,22.0,United States,Central Midfield,6000000.0,Internacional,6000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€6.00m,Midfielder,Real Betis Balompié,Internacional,0.0,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Cédric Bakambu,/cedric-bakambu/profil/spieler/127048,32.0,DR Congo,Centre-Forward,2800000.0,Galatasaray,5000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€5.00m,Attacker,Real Betis Balompié,Galatasaray,0.7857142857142858,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Chimy Ávila,/chimy-avila/profil/spieler/167721,29.0,Argentina,Centre-Forward,3500000.0,CA Osasuna,4700000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€4.70m,Attacker,Real Betis Balompié,CA Osasuna,0.34285714285714275,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Sergi Altimira,/sergi-altimira/profil/spieler/466801,21.0,Spain,Central Midfield,300000.0,Getafe,2000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€2.00m,Midfielder,Real Betis Balompié,Getafe,5.666666666666667,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Álex Collado,/alex-collado/profil/spieler/282722,24.0,Spain,Attacking Midfield,3000000.0,Barcelona,500000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€500k,Midfielder,Real Betis Balompié,Barcelona,-0.8333333333333334,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Héctor Bellerín,/hector-bellerin/profil/spieler/191217,28.0,Spain,Right-Back,8000000.0,Sporting,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Defender,Real Betis Balompié,Sporting,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Marc Bartra,/marc-bartra/profil/spieler/99922,32.0,Spain,Centre-Back,3700000.0,Trabzonspor,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Defender,Real Betis Balompié,Trabzonspor,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Ayoze Pérez,/ayoze-perez/profil/spieler/246968,29.0,Spain,Centre-Forward,6000000.0,Leicester,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,free,free transfer,Attacker,Real Betis Balompié,Leicester,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Chadi Riad,/chadi-riad/profil/spieler/689637,20.0,Morocco,Centre-Back,500000.0,Barcelona,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Defender,Real Betis Balompié,Barcelona,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Marc Roca,/marc-roca/profil/spieler/336869,26.0,Spain,Defensive Midfield,10000000.0,Leeds,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,loan_free,loan transfer,Midfielder,Real Betis Balompié,Leeds,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Isco,/isco/profil/spieler/85288,31.0,Spain,Attacking Midfield,5000000.0,Without Club,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,unknown,-,Midfielder,Real Betis Balompié,Without Club,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Assane Diao,/assane-diao/profil/spieler/1061282,18.0,Senegal,Left Winger,200000.0,Betis Deportivo,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,unknown,-,Attacker,Real Betis Balompié,Betis Deportivo,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Sokratis Papastathopoulos,/sokratis-papastathopoulos/profil/spieler/34322,35.0,Greece,Centre-Back,800000.0,Without Club,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,unknown,-,Defender,Real Betis Balompié,Without Club,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Juan Cruz,/juan-cruz/profil/spieler/585700,23.0,Spain,Left Winger,1500000.0,Betis Deportivo,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,unknown,-,Attacker,Real Betis Balompié,Betis Deportivo,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Juanmi,/juanmi/profil/spieler/126737,30.0,Spain,Left Winger,8000000.0,Al-Riyadh,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 31/01/2024,Attacker,Real Betis Balompié,Al-Riyadh,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Raúl García,/raul-garcia/profil/spieler/631002,22.0,Spain,Centre-Forward,4000000.0,CD Mirandés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Attacker,Real Betis Balompié,CD Mirandés,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Loren Morón,/loren-moron/profil/spieler/354741,29.0,Spain,Centre-Forward,2000000.0,UD Las Palmas,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Attacker,Real Betis Balompié,UD Las Palmas,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Diego Lainez,/diego-lainez/profil/spieler/371174,23.0,Mexico,Right Winger,2500000.0,Tigres UANL,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 31/07/2023,Attacker,Real Betis Balompié,Tigres UANL,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,In,Rober González,/rober-gonzalez/profil/spieler/505675,22.0,Spain,Right Winger,2000000.0,Alavés,,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,end_of_loan,End of loan 30/06/2023,Attacker,Real Betis Balompié,Alavés,,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,Out,Luiz Felipe,/luiz-felipe/profil/spieler/457931,26.0,Italy,Centre-Back,15000000.0,Al-Ittihad,22000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€22.00m,Defender,Al-Ittihad,Real Betis Balompié,0.46666666666666656,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,Out,Luiz Henrique,/luiz-henrique/profil/spieler/800175,23.0,Brazil,Right Winger,12000000.0,Botafogo,16000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€16.00m,Attacker,Botafogo,Real Betis Balompié,0.33333333333333326,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,Out,Sergio Canales,/sergio-canales/profil/spieler/66106,32.0,Spain,Attacking Midfield,15000000.0,Monterrey,10000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€10.00m,Midfielder,Monterrey,Real Betis Balompié,-0.33333333333333337,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
transfer,Real Betis Balompié,Out,Raúl García,/raul-garcia/profil/spieler/631002,22.0,Spain,Centre-Forward,4000000.0,CA Osasuna,7000000.0,https://www.transfermarkt.co.uk/laliga/transfers/wettbewerb/ES1/plus/?saison_id=2023&s_w=&leihe=1&intern=0&intern=1,2023-laliga,paid,€7.00m,Attacker,CA Osasuna,Real Betis Balompié,0.75,2023,laliga,-875000.0,27,29.2,11,LaLiga,Spain,5630000000.0
