player,buyer,seller,season_id,premium_ratio,premium_ratio_w,hedonic_residual,pi_hedonic_pct,age,position_group,is_attacker,is_midfielder,is_defender,log_fee,log_mv,fee,market_value,revenue_sales,log_revenue,n_sales,max_sale,total_spend,n_buys,net_balance,net_transfer_record,squad_size,average_age,national_team_players,in_degree,out_degree,pagerank,in_strength,out_strength,net_flow,season_id.1,season_2024,season_2025,age_sq,competition_code_jupiler-pro-league,competition_code_laliga,competition_code_liga-portugal,competition_code_ligue-1,competition_code_premier-league,competition_code_serie-a,log_fee_hat,premio_reinvestimento
Yayah Kallon,Hellas Verona,Genoa,2023,0.1999999999999999,0.1999999999999999,-0.1919847574947368,-17.468063176106952,22,Attacker,1,0,0,14.403297778421797,14.220976332738882,1800000.0,1500000.0,101360000.0,18.434189103842986,14,20000000.0,13900000.0,9,87460000.0,7300000.0,30.0,26.0,9.0,9,9,0.0063286748236614,13900000.0,96960000.0,83060000.0,2023,0,0,484,0,0,0,0,0,1,14.563194559402804,-0.15989678098100768
Dani Silva,Hellas Verona,Vit. Guimarães,2023,-0.15,-0.15,-0.3115689715877501,-26.77030142467201,23,Midfielder,0,1,0,14.346139397261563,14.508658238524095,1700000.0,2000000.0,101360000.0,18.434189103842986,14,20000000.0,13900000.0,9,87460000.0,7300000.0,30.0,26.0,9.0,9,9,0.0063286748236614,13900000.0,96960000.0,83060000.0,2023,0,0,529,0,0,0,0,0,1,14.181121432888146,0.16501796437341731
Stefan Mitrović,Hellas Verona,Red Star,2023,-0.5666666666666667,-0.5666666666666667,-1.210299842409544,-70.18922803108828,21,Attacker,1,0,0,14.077875591662238,14.914123179965662,1300000.0,3000000.0,101360000.0,18.434189103842986,14,20000000.0,13900000.0,9,87460000.0,7300000.0,30.0,26.0,9.0,9,9,0.0063286748236614,13900000.0,96960000.0,83060000.0,2023,0,0,441,0,0,0,0,0,1,15.020701728619196,-0.9428261369569579
Tomas Suslov,Hellas Verona,FC Groningen,2023,-0.5,-0.5,-1.0075591385161466,-63.489115829775855,21,Midfielder,0,1,0,13.815511557963774,14.508658238524095,1000000.0,2000000.0,101360000.0,18.434189103842986,14,20000000.0,13900000.0,9,87460000.0,7300000.0,30.0,26.0,9.0,9,9,0.0063286748236614,13900000.0,96960000.0,83060000.0,2023,0,0,441,0,0,0,0,0,1,14.027410103345979,-0.21189854538220487
Jayden Braaf,Hellas Verona,B. Dortmund II,2023,0.0,0.0,-0.5881824452870514,-44.466452586796336,20,Attacker,1,0,0,13.815511557963774,13.815511557963774,1000000.0,1000000.0,101360000.0,18.434189103842986,14,20000000.0,13900000.0,9,87460000.0,7300000.0,30.0,26.0,9.0,9,9,0.0063286748236614,13900000.0,96960000.0,83060000.0,2023,0,0,400,0,0,0,0,0,1,14.334968252422355,-0.5194566944585812
Elayis Tavsan,Hellas Verona,NEC Nijmegen,2023,-0.5,-0.5,-1.1159662982178915,-67.24018725616958,22,Attacker,1,0,0,13.122365377402328,13.815511557963774,500000.0,1000000.0,101360000.0,18.434189103842986,14,20000000.0,13900000.0,9,87460000.0,7300000.0,30.0,26.0,9.0,9,9,0.0063286748236614,13900000.0,96960000.0,83060000.0,2023,0,0,484,0,0,0,0,0,1,14.134622383037613,-1.0122570056352842
Reda Belahyane,Hellas Verona,Nice,2023,1.5,1.5,0.1610088706812753,17.4695799543926,19,Midfielder,0,1,0,13.122365377402328,12.206077645517674,500000.0,200000.0,101360000.0,18.434189103842986,14,20000000.0,13900000.0,9,87460000.0,7300000.0,30.0,26.0,9.0,9,9,0.0063286748236614,13900000.0,96960000.0,83060000.0,2023,0,0,361,0,0,0,0,0,1,13.671223952746091,-0.5488585753437629
Marco Brescianini,Frosinone Calcio,AC Milan,2023,5.888888888888889,5.888888888888889,1.6853172481363412,439.4165771790522,23,Midfielder,0,1,0,15.64006001130563,13.71015115341694,6200000.0,900000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,529,0,0,0,0,0,1,14.50499649166349,1.1350635196421397
İsak Vural,Frosinone Calcio,Hammarby,2023,5.65,5.65,0.9739714177256946,164.84449519070435,17,Midfielder,0,1,0,14.100690252077351,12.206077645517674,1330000.0,200000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,289,0,0,0,0,0,1,14.283128966130874,-0.1824387140535233
Riccardo Marchizza,Frosinone Calcio,Sassuolo,2023,0.3,0.3,0.1520394830169884,16.420634895169783,25,Defender,0,0,1,14.077875591662238,13.815511557963774,1300000.0,1000000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,625,0,0,0,0,0,1,14.155186600705164,-0.07731100904292632
Marvin Cuni,Frosinone Calcio,FC Bayern II,2023,1.5,1.5,0.3011538213792288,35.14176773202904,21,Attacker,1,0,0,13.815511557963774,12.899222326086994,1000000.0,400000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,441,0,0,0,0,0,1,13.547511694115334,0.26799986384843955
Abdou Harroui,Frosinone Calcio,Sassuolo,2023,-0.7407407407407407,-0.7407407407407407,-1.2977059223679834,-72.68425638197368,25,Midfielder,0,1,0,13.45883704259595,14.80876270134486,700000.0,2700000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,625,0,0,0,0,0,1,14.180105480189026,-0.7212684375930749
Ilario Monterisi,Frosinone Calcio,Lecce,2023,0.6666666666666667,0.6666666666666667,-0.0742801432321709,-7.158856373790512,21,Defender,0,0,1,13.122365377402328,12.611541086966117,500000.0,300000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,441,0,0,0,0,0,1,13.201396748556826,-0.07903137115449788
Gennaro Borrelli,Frosinone Calcio,Pescara,2023,-0.3399999999999999,-0.3399999999999999,-0.838588400622605,-56.76803876404913,23,Attacker,1,0,0,12.706850963741102,13.122365377402328,330000.0,500000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,529,0,0,0,0,0,1,13.990577654171448,-1.2837266904303455
Farès Ghedjemis,Frosinone Calcio,FC Rouen 1899,2023,-0.5,-0.5,-1.259767069741093,-71.62805716071685,21,Attacker,1,0,0,12.611541086966117,13.304686600863562,300000.0,600000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,441,0,0,0,0,0,1,13.997964869693583,-1.3864237827274657
Mateus Lusuardi,Frosinone Calcio,Criciúma U20,2023,5.0,5.0,0.8268937756999453,128.62160319278502,19,Defender,0,0,1,12.611541086966117,10.819798284210286,300000.0,50000.0,8750000.0,15.984564372619506,3,6500000.0,12060000.0,10,-3310000.0,16850000.0,30.0,24.4,4.0,8,0,0.0058869968084108,12060000.0,0.0,-12060000.0,2023,0,0,361,0,0,0,0,0,1,13.202298549810568,-0.5907574628444507
Mateo Retegui,Genoa CFC,Tigre,2023,-0.046875,-0.046875,0.026273492770386,2.662168548273436,24,Attacker,1,0,0,16.540090126591462,16.588099342704055,15250000.0,16000000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,576,0,0,0,0,0,1,16.558731105514905,-0.018640978923443186
Radu Drăgușin,Genoa CFC,Juventus,2023,0.2124999999999999,0.2124999999999999,0.0004404695963629,0.044056666277914,21,Defender,0,0,1,16.08763654656639,15.894952224644102,9700000.0,8000000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,441,0,0,0,0,0,1,15.958969480674718,0.12866706589167265
Ruslan Malinovskyi,Genoa CFC,Marseille,2023,-0.2299999999999999,-0.2299999999999999,0.3609226955284601,43.4652632518199,30,Midfielder,0,1,0,15.856731016694036,16.118095750958314,7700000.0,10000000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,900,0,0,0,0,0,1,15.949222471758716,-0.09249145506468004
Josep Martínez,Genoa CFC,Leipzig,2023,0.0,0.0,-0.1299583899971548,-12.18680613419454,25,Goalkeeper,0,0,0,15.068273812173889,15.068273812173889,3500000.0,3500000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,625,0,0,0,0,0,1,14.934904873820805,0.13336893835308317
David Ankeye,Genoa CFC,FC Sheriff,2023,1.5,1.5,0.4107888504028274,50.80072143191856,21,Attacker,1,0,0,14.731801689838347,13.815511557963774,2500000.0,1000000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,441,0,0,0,0,0,1,14.274300060885464,0.45750162895288327
Mattia Aramu,Genoa CFC,Venezia,2023,0.1363636363636364,0.1363636363636364,0.4035928760257494,49.71945769348424,28,Midfielder,0,1,0,14.731801689838347,14.603968372873895,2500000.0,2200000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,784,0,0,0,0,0,1,14.308723983337414,0.42307770650093346
George Pușcaș,Genoa CFC,Reading,2023,0.0,0.0,0.1002199381307278,10.54140606440126,27,Attacker,1,0,0,14.731801689838347,14.731801689838347,2500000.0,2500000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,729,0,0,0,0,0,1,14.10308651125648,0.6287151785818672
Junior Messias,Genoa CFC,AC Milan,2023,-0.5,-0.5,-0.1577062993645697,-14.589948805298947,32,Attacker,1,0,0,14.220976332738882,14.914123179965662,1500000.0,3000000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,1024,0,0,0,0,0,1,14.769715845217227,-0.5487395124783454
Franz Stolz,Genoa CFC,SKN St. Pölten,2023,0.25,0.25,-0.4973214839026099,-39.184351365275305,22,Goalkeeper,0,0,0,12.429220196836384,12.206077645517674,250000.0,200000.0,36671000.0,17.417496837193347,6,28000000.0,45500000.0,10,-8829000.0,47930000.0,26.0,26.7,7.0,10,0,0.0065807901121387,45500000.0,0.0,-45500000.0,2023,0,0,484,0,0,0,0,0,1,13.207639494699507,-0.7784192978631221
Matteo Prati,Cagliari Calcio,SPAL,2023,4.9,4.9,1.2122416418720867,236.10117410033263,19,Midfielder,0,1,0,15.59046307836746,13.815511557963774,5900000.0,1000000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,361,0,0,0,0,0,1,14.6658596791355,0.9246033992319607
Mateusz Wieteska,Cagliari Calcio,Clermont Foot,2023,0.7666666666666666,0.7666666666666666,0.6729000277353716,95.99132437129802,26,Defender,0,0,1,15.483217567201578,14.914123179965662,5300000.0,3000000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,676,0,0,0,0,0,1,14.928195038808687,0.5550225283928913
Ibrahim Sulemana,Cagliari Calcio,Hellas Verona,2023,1.6666666666666663,1.6666666666666663,0.5493140361077522,73.20647935715958,20,Midfielder,0,1,0,15.201805169084134,14.220976332738882,4000000.0,1500000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,400,0,0,0,0,0,1,14.426278407383329,0.7755267617008048
Pantelis Hatzidiakos,Cagliari Calcio,AZ Alkmaar,2023,-0.3249999999999999,-0.3249999999999999,-0.2548156388026115,-22.494068890656283,26,Defender,0,0,1,14.80876270134486,15.201805169084134,2700000.0,4000000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,676,0,0,0,0,0,1,14.880921342495519,-0.07215864115065962
Tommaso Augello,Cagliari Calcio,Sampdoria,2023,0.1999999999999999,0.1999999999999999,0.4029755071702592,49.62705527201876,28,Defender,0,0,1,14.690979711984754,14.508658238524095,2400000.0,2000000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,784,0,0,0,0,0,1,14.286983459107917,0.40399625287683705
Alessandro Di Pardo,Cagliari Calcio,Juve Next Gen,2023,2.333333333333333,2.333333333333333,0.8671644849765539,138.01539609191815,23,Defender,0,0,1,14.508658238524095,13.304686600863562,2000000.0,600000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,529,0,0,0,0,0,1,14.201751443477004,0.30690679504709095
Simone Scuffet,Cagliari Calcio,CFR Cluj,2023,0.0,0.0,-0.0315541405278576,-3.1061518856349224,27,Goalkeeper,0,0,0,14.508658238524095,14.508658238524095,2000000.0,2000000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,729,0,0,0,0,0,1,14.249296435713156,0.2593618028109397
Jakub Jankto,Cagliari Calcio,Getafe,2023,-0.4599999999999999,-0.4599999999999999,-0.5174458555823556,-40.39594656972601,27,Midfielder,0,1,0,13.199326270390594,13.815511557963774,540000.0,1000000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,729,0,0,0,0,0,1,14.017286077341698,-0.8179598069511034
Yerry Mina,Cagliari Calcio,Fiorentina,2023,-0.9,-0.8601666666666667,-1.88961382286546,-84.8870095998288,29,Defender,0,0,1,13.122365377402328,15.424948670398354,500000.0,5000000.0,18580000.0,16.73759634517128,6,7000000.0,25440000.0,10,-6860000.0,800000.0,28.0,25.3,8.0,10,0,0.0066219646058934,25440000.0,0.0,-25440000.0,2023,0,0,841,0,0,0,0,0,1,15.047040194785524,-1.9246748173831953
Sam Beukema,SSC Napoli,Bologna,2025,0.1071428571428572,0.1071428571428572,0.520882157015869,68.35121539806327,26,Defender,0,0,1,17.249497794707484,17.147715103853763,31000000.0,28000000.0,120400000.0,18.606330099144643,5,75000000.0,112000000.0,7,8400000.0,,,,,7,0,0.00456025860012,112000000.0,0.0,-112000000.0,2025,0,1,676,0,0,0,0,0,1,17.065018067995346,0.1844797267121372
Lorenzo Lucca,SSC Napoli,Udinese,2025,0.04,0.04,0.2976271466057767,34.66596056188153,25,Attacker,1,0,0,17.073607134447293,17.034386422832473,26000000.0,25000000.0,120400000.0,18.606330099144643,5,75000000.0,112000000.0,7,8400000.0,,,,,7,0,0.00456025860012,112000000.0,0.0,-112000000.0,2025,0,1,625,0,0,0,0,0,1,16.837207226676433,0.23639990777085984
Noa Lang,SSC Napoli,PSV,2025,0.0,0.0,0.3410875988062614,40.64764639912515,26,Attacker,1,0,0,17.034386422832473,17.034386422832473,25000000.0,25000000.0,120400000.0,18.606330099144643,5,75000000.0,112000000.0,7,8400000.0,,,,,7,0,0.00456025860012,112000000.0,0.0,-112000000.0,2025,0,1,676,0,0,0,0,0,1,16.829677945599318,0.20470847723315444
Miguel Gutiérrez,SSC Napoli,Girona,2025,-0.0999999999999999,-0.0999999999999999,0.1081176820684461,11.417886361159436,24,Defender,0,0,1,16.705882371415992,16.811242881518265,18000000.0,20000000.0,120400000.0,18.606330099144643,5,75000000.0,112000000.0,7,8400000.0,,,,,7,0,0.00456025860012,112000000.0,0.0,-112000000.0,2025,0,1,576,0,0,0,0,0,1,16.711674570769667,-0.0057921993536744765
Luca Marianucci,SSC Napoli,FC Empoli,2025,0.32,0.32,0.0430288999771661,4.396806970438449,20,Defender,0,0,1,16.108045416114916,15.830413711839864,9900000.0,7500000.0,120400000.0,18.606330099144643,5,75000000.0,112000000.0,7,8400000.0,,,,,7,0,0.00456025860012,112000000.0,0.0,-112000000.0,2025,0,1,400,0,0,0,0,0,1,16.194090885910313,-0.08604546979539762
Giovane,SSC Napoli,Hellas Verona,2025,-0.8333333333333334,-0.8333333333333334,-1.869215613700668,-84.57554634971073,22,Attacker,1,0,0,14.508658238524095,16.300417291085605,2000000.0,12000000.0,120400000.0,18.606330099144643,5,75000000.0,112000000.0,7,8400000.0,,,,,7,0,0.00456025860012,112000000.0,0.0,-112000000.0,2025,0,1,484,0,0,0,0,0,1,16.355999461814953,-1.847341223290858
Ange-Yoan Bonny,Inter Milan,Parma,2025,0.1499999999999999,0.1499999999999999,0.0407445610491663,4.15860118070337,21,Attacker,1,0,0,16.951004817371683,16.811242881518265,23000000.0,20000000.0,44250000.0,17.60536595201708,6,17500000.0,91900000.0,6,-47650000.0,,,,,6,0,0.0036019647061887,91900000.0,0.0,-91900000.0,2025,0,1,441,0,0,0,0,0,1,16.95289781203052,-0.0018929946588386315
Luis Henrique,Inter Milan,Marseille,2025,-0.0879999999999999,-0.0879999999999999,0.1090825528829526,11.52544196460683,23,Midfielder,0,1,0,16.942271137784317,17.034386422832473,22800000.0,25000000.0,44250000.0,17.60536595201708,6,17500000.0,91900000.0,6,-47650000.0,,,,,6,0,0.0036019647061887,91900000.0,0.0,-91900000.0,2025,0,1,529,0,0,0,0,0,1,16.85801418831993,0.08425694946438611
Andy Diouf,Inter Milan,Lens,2025,0.3333333333333332,0.3333333333333332,0.345078378953044,41.21006233928708,22,Midfielder,0,1,0,16.811242881518265,16.52356082573315,20000000.0,15000000.0,44250000.0,17.60536595201708,6,17500000.0,91900000.0,6,-47650000.0,,,,,6,0,0.0036019647061887,91900000.0,0.0,-91900000.0,2025,0,1,484,0,0,0,0,0,1,16.524843399304117,0.2863994822141471
Petar Sučić,Inter Milan,Dinamo Zagreb,2025,0.0428571428571429,0.0428571428571429,0.0084243497939695,0.8459935068814595,21,Midfielder,0,1,0,16.496532155171714,16.454567959008102,14600000.0,14000000.0,44250000.0,17.60536595201708,6,17500000.0,91900000.0,6,-47650000.0,,,,,6,0,0.0036019647061887,91900000.0,0.0,-91900000.0,2025,0,1,441,0,0,0,0,0,1,16.501879301973556,-0.005347146801842229
Nicola Zalewski,Inter Milan,Roma,2025,-0.3333333333333333,-0.3333333333333333,-0.2920867331946031,-25.32962544807956,23,Midfielder,0,1,0,15.894952224644102,16.300417291085605,8000000.0,12000000.0,44250000.0,17.60536595201708,6,17500000.0,91900000.0,6,-47650000.0,,,,,6,0,0.0036019647061887,91900000.0,0.0,-91900000.0,2025,0,1,529,0,0,0,0,0,1,16.3115001847755,-0.41654796013139794
Yanis Massolin,Inter Milan,Modena,2025,2.888888888888889,2.888888888888889,1.1615753025284032,219.4964349849582,23,Midfielder,0,1,0,15.068273812173889,13.71015115341694,3500000.0,900000.0,44250000.0,17.60536595201708,6,17500000.0,91900000.0,6,-47650000.0,,,,,6,0,0.0036019647061887,91900000.0,0.0,-91900000.0,2025,0,1,529,0,0,0,0,0,1,14.50499649166349,0.563277320510398
Nikola Krstović,Atalanta BC,Lecce,2025,0.6666666666666667,0.6666666666666667,0.7081116811424017,103.01541423204688,25,Attacker,1,0,0,17.034386422832473,16.52356082573315,25000000.0,15000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,625,0,0,0,0,0,1,16.41867884683013,0.6157075760023432
Giacomo Raspadori,Atalanta BC,Atlético,2025,0.0,0.0,0.2431111556617367,27.521037904485524,25,Attacker,1,0,0,16.906553056777135,16.906553056777135,22000000.0,22000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,625,0,0,0,0,0,1,16.68455518231687,0.2219978744602642
Odilon Kossounou,Atalanta BC,Leverkusen,2025,-0.2279999999999999,-0.2279999999999999,-0.0185933704391736,-1.8421581032113887,24,Defender,0,0,1,16.775615705688583,17.034386422832473,19300000.0,25000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,576,0,0,0,0,0,1,16.85184989962787,-0.07623419393928543
Kamaldeen Sulemana,Atalanta BC,Southampton,2025,0.3461538461538462,0.3461538461538462,0.3120532262650641,36.62274388679312,23,Attacker,1,0,0,16.677711496036597,16.380459992348886,17500000.0,13000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,529,0,0,0,0,0,1,16.419138783655807,0.25857271238078994
Nicola Zalewski,Atalanta BC,Inter,2025,0.4583333333333332,0.4583333333333332,0.4906725381978916,63.34144433232578,23,Midfielder,0,1,0,16.677711496036597,16.300417291085605,17500000.0,12000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,529,0,0,0,0,0,1,16.3115001847755,0.36621131126109674
Lazar Samardžić,Atalanta BC,Udinese,2025,-0.0235294117647058,-0.0235294117647058,0.131242625546875,14.024440980770226,23,Midfielder,0,1,0,16.624913313567735,16.648723960844016,16600000.000000002,17000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,529,0,0,0,0,0,1,16.581636507680503,0.04327680588723126
Honest Ahanor,Atalanta BC,Genoa,2025,2.2,2.2,0.6319904301764367,88.13516574934465,17,Defender,0,0,1,16.588099342704055,15.424948670398354,16000000.0,5000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,289,0,0,0,0,0,1,15.861444258341537,0.7266550843625179
Marco Brescianini,Atalanta BC,Frosinone,2025,0.25,0.25,0.4533702378149975,57.36067776403348,25,Midfielder,0,1,0,16.118095750958314,15.894952224644102,10000000.0,8000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,625,0,0,0,0,0,1,15.314544015892649,0.8035517350656658
Marco Sportiello,Atalanta BC,AC Milan,2025,-0.1999999999999999,-0.1999999999999999,0.2064987016281083,22.93664905103934,33,Goalkeeper,0,0,0,13.592368256649284,13.815511557963774,800000.0,1000000.0,133050000.0,18.706235562903945,6,61750000.0,144700000.0,9,-11650000.0,,,,,9,0,0.004079188878092,144700000.0,0.0,-144700000.0,2025,0,1,1089,0,0,0,0,0,1,14.088072773183145,-0.49570451653386094
Francisco Conceição,Juventus FC,Porto,2025,0.1428571428571428,0.1428571428571428,0.157454123532112,17.052706334065704,22,Attacker,1,0,0,17.281246492014,17.147715103853763,32000000.0,28000000.0,80100000.0,18.198786424522982,8,17000000.0,133400000.0,7,-53300000.0,,,,,6,0,0.0042242034804103,133400000.0,0.0,-133400000.0,2025,0,1,484,0,0,0,0,0,1,17.185967758009085,0.09527873400491416
Nico González,Juventus FC,Fiorentina,2025,0.1708333333333334,0.1708333333333334,0.5766001456344014,77.9976520330748,27,Attacker,1,0,0,17.151280169891162,16.993564429978885,28100000.0,24000000.0,80100000.0,18.198786424522982,8,17000000.0,133400000.0,7,-53300000.0,,,,,6,0,0.0042242034804103,133400000.0,0.0,-133400000.0,2025,0,1,729,0,0,0,0,0,1,16.867381518173364,0.2838986517177986
Lloyd Kelly,Juventus FC,Newcastle,2025,0.0749999999999999,0.0749999999999999,0.4244620227856082,52.876780317505,26,Defender,0,0,1,16.660419999923214,16.588099342704055,17200000.0,16000000.0,80100000.0,18.198786424522982,8,17000000.0,133400000.0,7,-53300000.0,,,,,6,0,0.0042242034804103,133400000.0,0.0,-133400000.0,2025,0,1,676,0,0,0,0,0,1,16.171074468577324,0.4893455313458901
Edon Zhegrova,Juventus FC,Lille,2025,-0.38,-0.38,-0.13694817762061,-12.798459232542347,26,Attacker,1,0,0,16.5563506464056,17.034386422832473,15500000.0,25000000.0,80100000.0,18.198786424522982,8,17000000.0,133400000.0,7,-53300000.0,,,,,6,0,0.0042242034804103,133400000.0,0.0,-133400000.0,2025,0,1,676,0,0,0,0,0,1,16.829677945599318,-0.273327299193717
Michele Di Gregorio,Juventus FC,Monza,2025,-0.2055555555555556,-0.2055555555555556,0.0492760678269981,5.05103265248672,27,Goalkeeper,0,0,0,16.475770165160203,16.705882371415992,14300000.0,18000000.0,80100000.0,18.198786424522982,8,17000000.0,133400000.0,7,-53300000.0,,,,,6,0,0.0042242034804103,133400000.0,0.0,-133400000.0,2025,0,1,729,0,0,0,0,0,1,16.628034209226406,-0.15226404406620375
Pierre Kalulu,Juventus FC,AC Milan,2025,-0.4892857142857143,-0.4892857142857143,-0.3355266363467137,-28.503855175445004,25,Defender,0,0,1,16.475770165160203,17.147715103853763,14300000.0,28000000.0,80100000.0,18.198786424522982,8,17000000.0,133400000.0,7,-53300000.0,,,,,6,0,0.0042242034804103,133400000.0,0.0,-133400000.0,2025,0,1,625,0,0,0,0,0,1,17.07814730148628,-0.6023771363260764
João Mário,Juventus FC,Porto,2025,0.1999999999999999,0.1999999999999999,0.3955457493256276,48.519457373920936,25,Defender,0,0,1,16.300417291085605,16.118095750958314,12000000.0,10000000.0,80100000.0,18.198786424522982,8,17000000.0,133400000.0,7,-53300000.0,,,,,6,0,0.0042242034804103,133400000.0,0.0,-133400000.0,2025,0,1,625,0,0,0,0,0,1,16.03153599420266,0.26888129688294526
Wesley,AS Roma,Flamengo,2025,0.25,0.25,0.1885782420390178,20.753156904596047,21,Defender,0,0,1,17.034386422832473,16.811242881518265,25000000.0,20000000.0,59650000.0,17.90400472327266,7,23750000.0,77100000.0,4,-17450000.0,,,,,4,0,0.002780701047498,77100000.0,0.0,-77100000.0,2025,0,1,441,0,0,0,0,0,1,16.848410817899858,0.1859756049326151
