player,buyer,seller,season_id,premium_ratio,premium_ratio_w,hedonic_residual,pi_hedonic_pct,age,position_group,is_attacker,is_midfielder,is_defender,log_fee,log_mv,fee,market_value,revenue_sales,log_revenue,n_sales,max_sale,total_spend,n_buys,net_balance,net_transfer_record,squad_size,average_age,national_team_players,in_degree,out_degree,pagerank,in_strength,out_strength,net_flow,season_id.1,season_2024,season_2025,age_sq,competition_code_jupiler-pro-league,competition_code_laliga,competition_code_liga-portugal,competition_code_ligue-1,competition_code_premier-league,competition_code_serie-a,log_fee_hat,premio_reinvestimento
Assan Ouédraogo,RB Leipzig,FC Schalke 04,2024,0.0,0.0,-0.3882814660656883,-32.17786017423217,18,Midfielder,0,1,0,16.118095750958314,16.118095750958314,10000000.0,10000000.0,68200000.0,18.037955137476448,5,61000000.0,116500000.0,7,-48300000.0,38050000.0,30.0,23.7,12.0,7,0,0.0039621646203417,116500000.0,0.0,-116500000.0,2024,1,0,324,0,0,0,0,0,0,16.25684290264275,-0.1387471516844343
Ridle Baku,RB Leipzig,Wolfsburg,2024,-0.3571428571428571,-0.3571428571428571,-0.2550426830711476,-22.51166159132998,26,Defender,0,0,1,15.319588176962746,15.76142084987672,4500000.0,7000000.0,68200000.0,18.037955137476448,5,61000000.0,116500000.0,7,-48300000.0,38050000.0,30.0,23.7,12.0,7,0,0.0039621646203417,116500000.0,0.0,-116500000.0,2024,1,0,676,0,0,0,0,0,0,15.311188577043977,0.008399599918769596
Tidiam Gomis,RB Leipzig,SM Caen,2024,-0.6666666666666667,-0.6666666666666667,-1.7391022976287118,-82.43221083738639,18,Attacker,1,0,0,13.815511557963774,14.914123179965662,1000000.0,3000000.0,68200000.0,18.037955137476448,5,61000000.0,116500000.0,7,-48300000.0,38050000.0,30.0,23.7,12.0,7,0,0.0039621646203417,116500000.0,0.0,-116500000.0,2024,1,0,324,0,0,0,0,0,0,15.212078265792558,-1.396566707828784
Maximilian Beier,Borussia Dortmund,Hoffenheim,2024,-0.05,-0.05,-0.1682358986680441,-15.484556423149098,21,Attacker,1,0,0,17.1654146803266,17.216707972959764,28500000.0,30000000.0,58600000.0,17.886245271612086,4,27000000.0,81000000.0,5,-22400000.0,-23200000.0,26.0,26.4,13.0,4,0,0.0030686777655579,81000000.0,0.0,-81000000.0,2024,1,0,441,0,0,0,0,0,0,17.20828940302867,-0.042874722702070045
Waldemar Anton,Borussia Dortmund,Stuttgart,2024,0.125,0.125,0.5128655301188552,67.00700303650011,27,Defender,0,0,1,16.929025911619092,16.811242881518265,22500000.0,20000000.0,58600000.0,17.886245271612086,4,27000000.0,81000000.0,5,-22400000.0,-23200000.0,26.0,26.4,13.0,4,0,0.0030686777655579,81000000.0,0.0,-81000000.0,2024,1,0,729,0,0,0,0,0,0,16.687907164034026,0.24111874758506602
Serhou Guirassy,Borussia Dortmund,Stuttgart,2024,-0.55,-0.55,-0.3022609275790131,-26.08548343473932,28,Attacker,1,0,0,16.705882371415992,17.50439003707821,18000000.0,40000000.0,58600000.0,17.886245271612086,4,27000000.0,81000000.0,5,-22400000.0,-23200000.0,26.0,26.4,13.0,4,0,0.0030686777655579,81000000.0,0.0,-81000000.0,2024,1,0,784,0,0,0,0,0,0,17.20380965937649,-0.497927287960497
Pascal Groß,Borussia Dortmund,Brighton,2024,-0.125,-0.125,0.6917054636572253,99.71189282243004,33,Midfielder,0,1,0,15.76142084987672,15.894952224644102,7000000.0,8000000.0,58600000.0,17.886245271612086,4,27000000.0,81000000.0,5,-22400000.0,-23200000.0,26.0,26.4,13.0,4,0,0.0030686777655579,81000000.0,0.0,-81000000.0,2024,1,0,1089,0,0,0,0,0,0,15.376561779280896,0.384859070595823
Diant Ramaj,Borussia Dortmund,Ajax,2024,-0.2857142857142857,-0.2857142857142857,-0.5672526915036027,-43.29188013927243,23,Goalkeeper,0,0,0,15.424948670398354,15.76142084987672,5000000.0,7000000.0,58600000.0,17.886245271612086,4,27000000.0,81000000.0,5,-22400000.0,-23200000.0,26.0,26.4,13.0,4,0,0.0030686777655579,81000000.0,0.0,-81000000.0,2024,1,0,529,0,0,0,0,0,0,15.690821679471778,-0.2658730090734238
Hugo Ekitiké,Eintracht Frankfurt,PSG,2024,0.575,0.575,0.3714798594360786,44.98786651407993,22,Attacker,1,0,0,17.265498135541893,16.811242881518265,31500000.0,20000000.0,125290000.0,18.64614161620322,8,75000000.0,91850000.0,7,33440000.0,53400000.0,29.0,25.6,13.0,7,0,0.0032908014810999,91850000.0,0.0,-91850000.0,2024,1,0,484,0,0,0,0,0,0,16.87255119948019,0.39294693606170483
Elye Wahi,Eintracht Frankfurt,Marseille,2024,0.04,0.04,-0.0168555284387288,-1.6714269433531603,22,Attacker,1,0,0,17.073607134447293,17.034386422832473,26000000.0,25000000.0,125290000.0,18.64614161620322,8,75000000.0,91850000.0,7,33440000.0,53400000.0,29.0,25.6,13.0,7,0,0.0032908014810999,91850000.0,0.0,-91850000.0,2024,1,0,484,0,0,0,0,0,0,17.02291224567279,0.050694888774504676
Arthur Theate,Eintracht Frankfurt,Stade Rennais,2024,-0.35,-0.35,-0.2837438805972603,-24.704054676715597,24,Defender,0,0,1,16.380459992348886,16.811242881518265,13000000.0,20000000.0,125290000.0,18.64614161620322,8,75000000.0,91850000.0,7,33440000.0,53400000.0,29.0,25.6,13.0,7,0,0.0032908014810999,91850000.0,0.0,-91850000.0,2024,1,0,576,0,0,0,0,0,0,16.664346848447163,-0.28388685609827746
Can Uzun,Eintracht Frankfurt,1.FC Nuremberg,2024,-0.0833333333333333,-0.0833333333333333,-0.4534780388420891,-36.4585712768407,18,Midfielder,0,1,0,16.213405921671733,16.300417291085605,11000000.0,12000000.0,125290000.0,18.64614161620322,8,75000000.0,91850000.0,7,33440000.0,53400000.0,29.0,25.6,13.0,7,0,0.0032908014810999,91850000.0,0.0,-91850000.0,2024,1,0,324,0,0,0,0,0,0,16.32588624256763,-0.11248032089589799
Krisztián Lisztes,Eintracht Frankfurt,Ferencváros,2024,1.0,1.0,0.2434912326525538,27.569519194632484,19,Midfielder,0,1,0,15.607270193858982,14.914123179965662,6000000.0,3000000.0,125290000.0,18.64614161620322,8,75000000.0,91850000.0,7,33440000.0,53400000.0,29.0,25.6,13.0,7,0,0.0032908014810999,91850000.0,0.0,-91850000.0,2024,1,0,361,0,0,0,0,0,0,15.444528420511375,0.16274177334760687
Michy Batshuayi,Eintracht Frankfurt,Galatasaray,2024,-0.5714285714285714,-0.5714285714285714,-0.3115539365207791,-26.76919540558155,31,Attacker,1,0,0,14.914123179965662,15.76142084987672,3000000.0,7000000.0,125290000.0,18.64614161620322,8,75000000.0,91850000.0,7,33440000.0,53400000.0,29.0,25.6,13.0,7,0,0.0032908014810999,91850000.0,0.0,-91850000.0,2024,1,0,961,0,0,0,0,0,0,15.300908163863577,-0.3867849838979147
Oscar Højlund,Eintracht Frankfurt,Copenhagen,2024,0.9285714285714286,0.9285714285714286,0.0329978865312252,3.354838055115361,19,Midfielder,0,1,0,14.11561589115508,13.45883704259595,1350000.0,700000.0,125290000.0,18.64614161620322,8,75000000.0,91850000.0,7,33440000.0,53400000.0,29.0,25.6,13.0,7,0,0.0032908014810999,91850000.0,0.0,-91850000.0,2024,1,0,361,0,0,0,0,0,0,14.13241214361449,-0.01679625245940919
Adam Hlozek,TSG 1899 Hoffenheim,Leverkusen,2024,0.5,0.5,0.2615693355926289,29.89670246715135,22,Attacker,1,0,0,16.705882371415992,16.300417291085605,18000000.0,12000000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,484,0,0,0,0,0,0,16.200983349689,0.5048990217269917
Alexander Prass,TSG 1899 Hoffenheim,Sturm Graz,2024,0.0,0.0,0.0469391496482991,4.8058236624532125,23,Midfielder,0,1,0,16.300417291085605,16.300417291085605,12000000.0,12000000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,529,0,0,0,0,0,0,16.24305837503463,0.057358916050976205
Bazoumana Touré,TSG 1899 Hoffenheim,Hammarby,2024,0.1111111111111111,0.1111111111111111,-0.4036810905366899,-33.214294893067816,18,Attacker,1,0,0,16.118095750958314,16.012735246411598,10000000.0,9000000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,324,0,0,0,0,0,0,16.18602827295415,-0.06793252199583577
Valentin Gendrey,TSG 1899 Hoffenheim,Lecce,2024,0.3571428571428572,0.3571428571428572,0.3268092741694239,38.65370599540685,24,Defender,0,0,1,16.066802461833923,15.76142084987672,9500000.0,7000000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,576,0,0,0,0,0,0,15.747708421585477,0.3190940402484461
Gift Orban,TSG 1899 Hoffenheim,Lyon,2024,-0.0999999999999999,-0.0999999999999999,-0.2710710459219498,-23.74377025802909,22,Attacker,1,0,0,16.012735246411598,16.118095750958314,9000000.0,10000000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,484,0,0,0,0,0,0,16.06015677160641,-0.047421525194813796
Robin Hranac,TSG 1899 Hoffenheim,Viktoria Plzeň,2024,0.6000000000000001,0.6000000000000001,0.4511722752250033,57.015186894480685,24,Defender,0,0,1,15.894952224644102,15.424948670398354,8000000.0,5000000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,576,0,0,0,0,0,0,15.339210308831017,0.5557419158130852
Arthur Chaves,TSG 1899 Hoffenheim,Académico Viseu,2024,4.0,4.0,1.3371702160708612,280.8253496273099,23,Defender,0,0,1,15.607270193858982,13.997832948091215,6000000.0,1200000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,529,0,0,0,0,0,0,14.403672728358897,1.203597465500085
Erencan Yardımcı,TSG 1899 Hoffenheim,Eyüpspor,2024,1.0,1.0,0.3348669757739646,39.77545766434907,22,Attacker,1,0,0,15.201805169084134,14.508658238524095,4000000.0,2000000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,484,0,0,0,0,0,0,14.926416447635267,0.2753887214488664
Haris Tabakovic,TSG 1899 Hoffenheim,Hertha BSC,2024,0.1999999999999999,0.1999999999999999,0.5121899896291549,66.8942533864852,30,Attacker,1,0,0,14.914123179965662,14.731801689838347,3000000.0,2500000.0,31200000.0,17.25592868483099,3,28500000.0,79500000.0,9,-48300000.0,1350000.0,29.0,25.5,12.0,9,0,0.0069998481039472,79500000.0,0.0,-79500000.0,2024,1,0,900,0,0,0,0,0,0,14.030452522066971,0.8836706578986906
Niklas Dorsch,1.FC Heidenheim 1846,Augsburg,2024,-0.125,-0.125,0.0300021969933155,3.045680682470242,26,Midfielder,0,1,0,15.068273812173889,15.201805169084134,3500000.0,4000000.0,15500000.0,16.5563506464056,3,8000000.0,8050000.0,5,7450000.0,7500000.0,29.0,26.4,3.0,5,0,0.0043162130822941,8050000.0,0.0,-8050000.0,2024,1,0,676,0,0,0,0,0,0,14.706186682993957,0.36208712917993147
Budu Zivzivadze,1.FC Heidenheim 1846,Karlsruher SC,2024,0.1111111111111111,0.1111111111111111,0.395923422709469,48.57558989185647,30,Attacker,1,0,0,14.508658238524095,14.403297778421797,2000000.0,1800000.0,15500000.0,16.5563506464056,3,8000000.0,8050000.0,5,7450000.0,7500000.0,29.0,26.4,3.0,5,0,0.0043162130822941,8050000.0,0.0,-8050000.0,2024,1,0,900,0,0,0,0,0,0,14.04930061576342,0.4593576227606757
Mikkel Kaufmann,1.FC Heidenheim 1846,Union Berlin,2024,-0.537037037037037,-0.537037037037037,-1.0097990439619269,-63.57080063372864,23,Attacker,1,0,0,14.038654909278163,14.80876270134486,1250000.0,2700000.0,15500000.0,16.5563506464056,3,8000000.0,8050000.0,5,7450000.0,7500000.0,29.0,26.4,3.0,5,0,0.0043162130822941,8050000.0,0.0,-8050000.0,2024,1,0,529,0,0,0,0,0,0,14.78157943874093,-0.7429245294627673
Sirlord Conteh,1.FC Heidenheim 1846,SC Paderborn,2024,-0.3,-0.3,-0.3844837440225497,-31.919829683819245,27,Attacker,1,0,0,13.45883704259595,13.815511557963774,700000.0,1000000.0,15500000.0,16.5563506464056,3,8000000.0,8050000.0,5,7450000.0,7500000.0,29.0,26.4,3.0,5,0,0.0043162130822941,8050000.0,0.0,-8050000.0,2024,1,0,729,0,0,0,0,0,0,13.873688142152231,-0.4148510995562802
Léo Scienza,1.FC Heidenheim 1846,SSV Ulm 1846,2024,-0.4,-0.4,-0.5958427828147883,-44.89024980709563,25,Midfielder,0,1,0,13.304686600863562,13.815511557963774,600000.0,1000000.0,15500000.0,16.5563506464056,3,8000000.0,8050000.0,5,7450000.0,7500000.0,29.0,26.4,3.0,5,0,0.0043162130822941,8050000.0,0.0,-8050000.0,2024,1,0,625,0,0,0,0,0,0,13.905399025067737,-0.6007124242041755
Skelly Alvero,SV Werder Bremen,Lyon,2024,0.1875,0.1875,0.0046591160953344,0.4669987640314899,22,Midfielder,0,1,0,15.373655386537118,15.201805169084134,4750000.0,4000000.0,5000000.0,15.424948670398354,1,5000000.0,6825000.0,3,-1825000.0,-2150000.0,30.0,25.4,10.0,3,0,0.002469578302026,6825000.0,0.0,-6825000.0,2024,1,0,484,0,0,0,0,0,0,15.183428766555746,0.19022661998137202
Keke Topp,SV Werder Bremen,FC Schalke 04,2024,-0.3333333333333333,-0.3333333333333333,-0.880593289437785,-58.546322300111385,20,Attacker,1,0,0,14.508658238524095,14.914123179965662,2000000.0,3000000.0,5000000.0,15.424948670398354,1,5000000.0,6825000.0,3,-1825000.0,-2150000.0,30.0,25.4,10.0,3,0,0.002469578302026,6825000.0,0.0,-6825000.0,2024,1,0,400,0,0,0,0,0,0,15.006236186176128,-0.497577947652033
Niklas Beste,SC Freiburg,Benfica,2024,-0.4285714285714286,-0.4285714285714286,-0.3543426758264854,-29.83655331923426,26,Attacker,1,0,0,15.894952224644102,16.454567959008102,8000000.0,14000000.0,11500000.0,16.257857680289998,3,6000000.0,18800000.0,4,-7300000.0,-1150000.0,25.0,28.1,5.0,4,0,0.003449695395499,18800000.0,0.0,-18800000.0,2024,1,0,676,0,0,0,0,0,0,16.217113647461915,-0.32216142281781224
Eren Dinkçi,SC Freiburg,Werder Bremen,2024,-0.5833333333333333,-0.5833333333333333,-1.0193643654250089,-63.91758264801348,22,Attacker,1,0,0,15.424948670398354,16.300417291085605,5000000.0,12000000.0,11500000.0,16.257857680289998,3,6000000.0,18800000.0,4,-7300000.0,-1150000.0,25.0,28.1,5.0,4,0,0.003449695395499,18800000.0,0.0,-18800000.0,2024,1,0,484,0,0,0,0,0,0,16.200983349689,-0.7760346792906461
Patrick Osterhage,SC Freiburg,VfL Bochum,2024,-0.3142857142857143,-0.3142857142857143,-0.3121648484113741,-26.813916870196174,24,Midfielder,0,1,0,15.38412668421143,15.76142084987672,4800000.0,7000000.0,11500000.0,16.257857680289998,3,6000000.0,18800000.0,4,-7300000.0,-1150000.0,25.0,28.1,5.0,4,0,0.003449695395499,18800000.0,0.0,-18800000.0,2024,1,0,576,0,0,0,0,0,0,15.646670806397196,-0.2625441221857656
Maximilian Philipp,SC Freiburg,Wolfsburg,2024,-0.5,-0.5,-0.3899773248239722,-32.29279915893207,30,Attacker,1,0,0,13.815511557963774,14.508658238524095,1000000.0,2000000.0,11500000.0,16.257857680289998,3,6000000.0,18800000.0,4,-7300000.0,-1150000.0,25.0,28.1,5.0,4,0,0.003449695395499,18800000.0,0.0,-18800000.0,2024,1,0,900,0,0,0,0,0,0,14.047339195827803,-0.23182763786402916
Kristijan Jakic,FC Augsburg,Frankfurt,2024,-0.2307692307692307,-0.2307692307692307,0.0419415629307327,4.283354576817078,27,Midfielder,0,1,0,15.424948670398354,15.687312888712007,5000000.0,6500000.0,42650000.0,17.56853785534862,6,23000000.0,14900000.0,5,27750000.0,-8250000.0,29.0,25.6,9.0,5,0,0.0033235591097666,14900000.0,0.0,-14900000.0,2024,1,0,729,0,0,0,0,0,0,15.215764111946173,0.20918455845218098
Samuel Essende,FC Augsburg,Vizela,2024,0.1428571428571428,0.1428571428571428,0.1729341355466935,18.878785975379756,26,Attacker,1,0,0,15.201805169084134,15.068273812173889,4000000.0,3500000.0,42650000.0,17.56853785534862,6,23000000.0,14900000.0,5,27750000.0,-8250000.0,29.0,25.6,9.0,5,0,0.0033235591097666,14900000.0,0.0,-14900000.0,2024,1,0,676,0,0,0,0,0,0,14.936478267509775,0.26532690157435823
Keven Schlotterbeck,FC Augsburg,Freiburg,2024,-0.5833333333333333,-0.5833333333333333,-0.6244414969521639,-46.44396423395265,27,Defender,0,0,1,14.731801689838347,15.607270193858982,2500000.0,6000000.0,42650000.0,17.56853785534862,6,23000000.0,14900000.0,5,27750000.0,-8250000.0,29.0,25.6,9.0,5,0,0.0033235591097666,14900000.0,0.0,-14900000.0,2024,1,0,729,0,0,0,0,0,0,15.291026857864523,-0.5592251680261757
Nediljko Labrovic,FC Augsburg,HNK Rijeka,2024,-0.4444444444444444,-0.4444444444444444,-0.7887511736848118,-54.55881765148669,24,Goalkeeper,0,0,0,14.731801689838347,15.319588176962746,2500000.0,4500000.0,42650000.0,17.56853785534862,6,23000000.0,14900000.0,5,27750000.0,-8250000.0,29.0,25.6,9.0,5,0,0.0033235591097666,14900000.0,0.0,-14900000.0,2024,1,0,576,0,0,0,0,0,0,15.296903592839907,-0.56510190300156
Yusuf Kabadayi,FC Augsburg,FC Bayern II,2024,-0.0999999999999999,-0.0999999999999999,-0.7119377799086788,-50.93078560046354,20,Attacker,1,0,0,13.71015115341694,13.815511557963774,900000.0,1000000.0,42650000.0,17.56853785534862,6,23000000.0,14900000.0,5,27750000.0,-8250000.0,29.0,25.6,9.0,5,0,0.0033235591097666,14900000.0,0.0,-14900000.0,2024,1,0,400,0,0,0,0,0,0,14.36708996736322,-0.6569388139462813
Andreas Skov Olsen,VfL Wolfsburg,Club Brugge,2024,-0.125,-0.125,0.0050375589275333,0.5050269123278106,25,Attacker,1,0,0,16.454567959008102,16.588099342704055,14000000.0,16000000.0,23500000.0,16.97251102166758,3,18000000.0,40750000.0,4,-17250000.0,-30980000.0,33.0,25.5,14.0,4,0,0.0029631148169428,40750000.0,0.0,-40750000.0,2024,1,0,625,0,0,0,0,0,0,16.47480488724781,-0.020236928239707908
Kamil Grabara,VfL Wolfsburg,Copenhagen,2024,0.125,0.125,0.116855838212178,12.395739662454886,25,Goalkeeper,0,0,0,16.41820031748273,16.300417291085605,13500000.0,12000000.0,23500000.0,16.97251102166758,3,18000000.0,40750000.0,4,-17250000.0,-30980000.0,33.0,25.5,14.0,4,0,0.0029631148169428,40750000.0,0.0,-40750000.0,2024,1,0,625,0,0,0,0,0,0,16.144790691405255,0.27340962607747343
Konstantinos Koulierakis,VfL Wolfsburg,PAOK,2024,0.46875,0.46875,0.0910917128006971,9.536946894350006,20,Defender,0,0,1,16.27936388366082,15.894952224644102,11750000.0,8000000.0,23500000.0,16.97251102166758,3,18000000.0,40750000.0,4,-17250000.0,-30980000.0,33.0,25.5,14.0,4,0,0.0029631148169428,40750000.0,0.0,-40750000.0,2024,1,0,400,0,0,0,0,0,0,16.149759613077943,0.1296042705828775
Marius Müller,VfL Wolfsburg,FC Schalke 04,2024,0.5,0.5,0.5206241026731977,68.30785017469536,30,Goalkeeper,0,0,0,14.220976332738882,13.815511557963774,1500000.0,1000000.0,23500000.0,16.97251102166758,3,18000000.0,40750000.0,4,-17250000.0,-30980000.0,33.0,25.5,14.0,4,0,0.0029631148169428,40750000.0,0.0,-40750000.0,2024,1,0,900,0,0,0,0,0,0,13.827985198504214,0.39299113423466814
Hyun-seok Hong,1.FSV Mainz 05,KAA Gent,2024,-0.5555555555555556,-0.5555555555555556,-0.6330497951329956,-46.90300827671346,25,Midfielder,0,1,0,15.201805169084134,16.012735246411598,4000000.0,9000000.0,34250000.0,17.34919715186959,2,31500000.0,8800000.0,5,25450000.0,5730000.0,31.0,27.3,11.0,5,0,0.005136813969454,8800000.0,0.0,-8800000.0,2024,1,0,625,0,0,0,0,0,0,15.153419535093015,0.04838563399111884
Kaishu Sano,1.FSV Mainz 05,Kashima Antlers,2024,0.6666666666666667,0.6666666666666667,0.3089591182330817,36.20068853475082,23,Midfielder,0,1,0,14.731801689838347,14.220976332738882,2500000.0,1500000.0,34250000.0,17.34919715186959,2,31500000.0,8800000.0,5,25450000.0,5730000.0,31.0,27.3,11.0,5,0,0.005136813969454,8800000.0,0.0,-8800000.0,2024,1,0,529,0,0,0,0,0,0,14.350144841380866,0.3816568484574816
Arnaud Nordin,1.FSV Mainz 05,Montpellier,2024,-0.875,-0.8601666666666667,-1.9411257055335955,-85.64578504739478,26,Attacker,1,0,0,13.815511557963774,15.894952224644102,1000000.0,8000000.0,34250000.0,17.34919715186959,2,31500000.0,8800000.0,5,25450000.0,5730000.0,31.0,27.3,11.0,5,0,0.005136813969454,8800000.0,0.0,-8800000.0,2024,1,0,676,0,0,0,0,0,0,15.228489855132342,-1.4129782971685678
Nikolas Veratschnig,1.FSV Mainz 05,Wolfsberger AC,2024,-0.1999999999999999,-0.1999999999999999,-0.6388857822902771,-47.21200414946692,21,Midfielder,0,1,0,13.592368256649284,13.815511557963774,800000.0,1000000.0,34250000.0,17.34919715186959,2,31500000.0,8800000.0,5,25450000.0,5730000.0,31.0,27.3,11.0,5,0,0.005136813969454,8800000.0,0.0,-8800000.0,2024,1,0,441,0,0,0,0,0,0,14.11100115325936,-0.518632896610077
Lennard Maloney,1.FSV Mainz 05,Heidenheim,2024,-0.9,-0.8601666666666667,-2.195031753159773,-88.86451723349602,25,Midfielder,0,1,0,13.122365377402328,15.424948670398354,500000.0,5000000.0,34250000.0,17.34919715186959,2,31500000.0,8800000.0,5,25450000.0,5730000.0,31.0,27.3,11.0,5,0,0.005136813969454,8800000.0,0.0,-8800000.0,2024,1,0,625,0,0,0,0,0,0,14.830251541859168,-1.7078861644568395
Tim Kleindienst,Borussia Mönchengladbach,Heidenheim,2024,0.1666666666666667,0.1666666666666667,0.4234067513724486,52.71554571904489,28,Attacker,1,0,0,15.76142084987672,15.607270193858982,7000000.0,6000000.0,18300000.0,16.722411672456456,2,18000000.0,8000000.0,2,10300000.0,10650000.0,28.0,26.0,10.0,2,0,0.0056474847562836,8000000.0,0.0,-8000000.0,2024,1,0,784,0,0,0,0,0,0,15.39843123716549,0.36298961271123
Philipp Sander,Borussia Mönchengladbach,Holstein Kiel,2024,-0.6666666666666667,-0.6666666666666667,-0.9694992565355331,-62.07273264332682,26,Midfielder,0,1,0,13.815511557963774,14.914123179965662,1000000.0,3000000.0,18300000.0,16.722411672456456,2,18000000.0,8000000.0,2,10300000.0,10650000.0,28.0,26.0,10.0,2,0,0.0056474847562836,8000000.0,0.0,-8000000.0,2024,1,0,676,0,0,0,0,0,0,14.41175637854489,-0.5962448205811164
Tom Rothe,1.FC Union Berlin,Dortmund,2024,-0.375,-0.375,-0.8460046642770749,-57.08740350030348,19,Defender,0,0,1,15.424948670398354,15.894952224644102,5000000.0,8000000.0,25350000.0,17.048289327449197,7,6000000.0,16800000.0,6,8550000.0,300000.0,26.0,27.1,8.0,6,0,0.005563771306738,16800000.0,0.0,-16800000.0,2024,1,0,361,0,0,0,0,0,0,16.132465125532015,-0.7075164551336606
Marin Ljubicic,1.FC Union Berlin,LASK,2024,0.125,0.125,-0.1575618240497931,-14.57760272835026,22,Attacker,1,0,0,15.319588176962746,15.201805169084134,4500000.0,4000000.0,25350000.0,17.048289327449197,7,6000000.0,16800000.0,6,8550000.0,300000.0,26.0,27.1,8.0,6,0,0.005563771306738,16800000.0,0.0,-16800000.0,2024,1,0,484,0,0,0,0,0,0,15.248766024729674,0.07082215223307209
László Bénes,1.FC Union Berlin,Hamburg,2024,-0.4,-0.4,-0.3205927867811358,-27.428135326918067,26,Midfielder,0,1,0,14.914123179965662,15.424948670398354,3000000.0,5000000.0,25350000.0,17.048289327449197,7,6000000.0,16800000.0,6,8550000.0,300000.0,26.0,27.1,8.0,6,0,0.005563771306738,16800000.0,0.0,-16800000.0,2024,1,0,676,0,0,0,0,0,0,14.750756360233442,0.16336681973221978
Leopold Querfeld,1.FC Union Berlin,Rapid Vienna,2024,-0.4,-0.4,-0.8603814247146477,-57.69993727378549,20,Defender,0,0,1,14.914123179965662,15.424948670398354,3000000.0,5000000.0,25350000.0,17.048289327449197,7,6000000.0,16800000.0,6,8550000.0,300000.0,26.0,27.1,8.0,6,0,0.005563771306738,16800000.0,0.0,-16800000.0,2024,1,0,400,0,0,0,0,0,0,15.480611368939112,-0.5664881889734499
Ivan Prtajin,1.FC Union Berlin,Wehen Wiesbaden,2024,-0.4444444444444444,-0.4444444444444444,-0.4625855854814578,-37.03467171837208,28,Attacker,1,0,0,13.815511557963774,14.403297778421797,1000000.0,1800000.0,25350000.0,17.048289327449197,7,6000000.0,16800000.0,6,8550000.0,300000.0,26.0,27.1,8.0,6,0,0.005563771306738,16800000.0,0.0,-16800000.0,2024,1,0,784,0,0,0,0,0,0,14.001565138253916,-0.1860535802901424
Livan Burcu,1.FC Union Berlin,SV Sandhausen,2024,-0.3333333333333333,-0.3333333333333333,-1.1902639424850694,-69.58597277163014,19,Attacker,1,0,0,12.611541086966117,13.017005083966255,300000.0,450000.0,25350000.0,17.048289327449197,7,6000000.0,16800000.0,6,8550000.0,300000.0,26.0,27.1,8.0,6,0,0.005563771306738,16800000.0,0.0,-16800000.0,2024,1,0,361,0,0,0,0,0,0,13.458122193263568,-0.8465811062974513
Koji Miyoshi,VfL Bochum,Birmingham,2024,-0.8,-0.8,-1.4461563175759051,-76.45268132957429,27,Midfielder,0,1,0,12.899222326086994,14.508658238524095,400000.0,2000000.0,4800000.0,15.38412668421143,1,4800000.0,400000.0,1,4400000.0,5900000.0,29.0,25.7,3.0,1,1,0.001286441274048,400000.0,4800000.0,4400000.0,2024,1,0,729,0,0,0,0,0,0,13.902938024102054,-1.0037156980150606
Fin Stevens,FC St. Pauli,Brentford,2024,0.3333333333333332,0.3333333333333332,-0.2673040254279542,-23.4559976470905,21,Defender,0,0,1,13.304686600863562,13.017005083966255,600000.0,450000.0,1500000.0,14.220976332738882,1,1500000.0,1550000.0,4,-50000.0,-2450000.0,30.0,26.3,13.0,4,0,0.0033005905216246,1550000.0,0.0,-1550000.0,2024,1,0,441,0,0,0,0,0,0,13.47984743968862,-0.1751608388250574
Abdoulie Ceesay,FC St. Pauli,Paide,2024,1.25,1.25,0.0117810804149556,1.1850777318065608,20,Attacker,1,0,0,13.017005083966255,12.206077645517674,450000.0,200000.0,1500000.0,14.220976332738882,1,1500000.0,1550000.0,4,-50000.0,-2450000.0,30.0,26.3,13.0,4,0,0.0033005905216246,1550000.0,0.0,-1550000.0,2024,1,0,400,0,0,0,0,0,0,13.395222035412694,-0.3782169514464382
