player,buyer,seller,season_id,competition_code,country_name,premium_ratio,premium_ratio_w,hedonic_residual,pi_hedonic_pct,age,position_group,is_attacker,is_midfielder,is_defender,log_fee,log_mv,fee,market_value,revenue_sales,log_revenue,n_sales,max_sale,total_spend,n_buys,net_balance,net_transfer_record,squad_size,average_age,national_team_players,log_league_mv,in_degree,out_degree,pagerank,in_strength,out_strength,net_flow,season_id,season_2018,season_2019,season_2021,season_2022,season_2023,season_2024,season_2025
Mohamed-Ali Cho,OGC Nice,Real Sociedad,2023,ligue-1,France,0.25,0.25,-0.18013406067147386,-16.484177173551416,19.0,Attacker,1,0,0,16.118095750958314,15.894952224644102,10000000.0,8000000.0,17380000.0,16.670830735338917,6,6000000.0,52500000.0,4,-35120000.0,72820000.0,29,25.8,12,22.200314561563076,4,0,0.006381488010120251,52500000.0,0.0,-52500000.0,2023,0,0,0,0,1,0,0
Aliou Baldé,OGC Nice,Lausanne-Sport,2023,ligue-1,France,2.125,2.125,0.4542107266368749,57.49302043682374,20.0,Attacker,1,0,0,14.731801689838349,13.592368256649284,2500000.0,800000.0,17380000.0,16.670830735338917,6,6000000.0,52500000.0,4,-35120000.0,72820000.0,29,25.8,12,22.200314561563076,4,0,0.006381488010120251,52500000.0,0.0,-52500000.0,2023,0,0,0,0,1,0,0
Isaak Touré,FC Lorient,Marseille,2023,ligue-1,France,0.3333333333333332,0.3333333333333332,-0.025038129100106943,-2.472727796646035,20.0,Defender,0,0,1,15.894952224644102,15.607270193858982,8000000.0,6000000.0,58200000.0,17.879395929883795,5,22500000.0,27900000.0,6,30300000.0,600000.0,25,26.0,9,22.200314561563076,6,5,0.006415504834575898,27900000.0,58200000.0,30300000.0,2023,0,0,0,0,1,0,0
Formose Mendy,FC Lorient,Amiens SC,2023,ligue-1,France,1.5,1.5,0.6608320134980179,93.64030193695427,22.0,Defender,0,0,1,15.830413711839864,14.914123179965662,7500000.0,3000000.0,58200000.0,17.879395929883795,5,22500000.0,27900000.0,6,30300000.0,600000.0,25,26.0,9,22.200314561563076,6,5,0.006415504834575898,27900000.0,58200000.0,30300000.0,2023,0,0,0,0,1,0,0
Mohamed Bamba,FC Lorient,Wolfsberger AC,2023,ligue-1,France,3.166666666666667,3.166666666666667,0.9735925604484912,164.7439350289558,22.0,Attacker,1,0,0,15.424948670398354,13.997832948091215,5000000.0,1200000.0,58200000.0,17.879395929883795,5,22500000.0,27900000.0,6,30300000.0,600000.0,25,26.0,9,22.200314561563076,6,5,0.006415504834575898,27900000.0,58200000.0,30300000.0,2023,0,0,0,0,1,0,0
Aiyegun Tosin,FC Lorient,FC Zürich,2023,ligue-1,France,0.25,0.25,0.17633621870374583,19.28391035414867,25.0,Attacker,1,0,0,15.201805169084134,14.978661680269907,4000000.0,3200000.0,58200000.0,17.879395929883795,5,22500000.0,27900000.0,6,30300000.0,600000.0,25,26.0,9,22.200314561563076,6,5,0.006415504834575898,27900000.0,58200000.0,30300000.0,2023,0,0,0,0,1,0,0
Panos Katseris,FC Lorient,Catanzaro,2023,ligue-1,France,3.8,3.8,1.0878688297998682,196.79445715473923,22.0,Midfielder,0,1,0,14.690979711984754,13.122365377402328,2400000.0,500000.0,58200000.0,17.879395929883795,5,22500000.0,27900000.0,6,30300000.0,600000.0,25,26.0,9,22.200314561563076,6,5,0.006415504834575898,27900000.0,58200000.0,30300000.0,2023,0,0,0,0,1,0,0
Dembo Sylla,FC Lorient,Stade Lavallois,2023,ligue-1,France,0.6666666666666667,0.6666666666666667,-0.16750013118560858,-15.422362410345647,20.0,Defender,0,0,1,13.815511557963774,13.304686600863562,1000000.0,600000.0,58200000.0,17.879395929883795,5,22500000.0,27900000.0,6,30300000.0,600000.0,25,26.0,9,22.200314561563076,6,5,0.006415504834575898,27900000.0,58200000.0,30300000.0,2023,0,0,0,0,1,0,0
Mohamed Daramy,Stade Reims,Ajax,2023,ligue-1,France,1.0,1.0,0.41151100600117196,50.90963808558169,21.0,Attacker,1,0,0,16.300417291085605,15.607270193858982,12000000.0,6000000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Keito Nakamura,Stade Reims,LASK,2023,ligue-1,France,0.5,0.5,0.3368269529622463,40.04967377056319,23.0,Attacker,1,0,0,16.300417291085605,15.894952224644102,12000000.0,8000000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Joseph Okumu,Stade Reims,KAA Gent,2023,ligue-1,France,1.5,1.5,1.0411497713815656,183.24723569423998,26.0,Defender,0,0,1,16.118095750958314,15.201805169084134,10000000.0,4000000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Sergio Akieme,Stade Reims,UD Almería,2023,ligue-1,France,-0.25,-0.25,-0.052764739417723305,-5.139685296230456,26.0,Defender,0,0,1,15.607270193858982,15.894952224644102,6000000.0,8000000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Teddy Teuma,Stade Reims,Union SG,2023,ligue-1,France,0.09,0.09,0.5566561343475858,74.48285017293131,29.0,Midfielder,0,1,0,15.511126350125648,15.424948670398354,5450000.0,5000000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Amine Salama,Stade Reims,Angers SCO,2023,ligue-1,France,1.6666666666666663,1.6666666666666663,0.5627364494714318,75.54700193223418,22.0,Attacker,1,0,0,15.201805169084134,14.220976332738882,4000000.0,1500000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Oumar Diakité,Stade Reims,Salzburg,2023,ligue-1,France,0.6666666666666667,0.6666666666666667,-0.15824663490417556,-14.636083119920896,19.0,Attacker,1,0,0,14.731801689838349,14.220976332738882,2500000.0,1500000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Reda Khadra,Stade Reims,Brighton,2023,ligue-1,France,0.3571428571428572,0.3571428571428572,-0.011880960814659502,-1.1810667028105293,22.0,Midfielder,0,1,0,14.45736497045232,14.151983508870947,1900000.0,1400000.0,74550000.0,18.126980612588838,13,28500000.0,53850000.0,8,20700000.0,81980000.0,24,24.1,7,22.200314561563076,8,8,0.005353383821960899,53850000.0,68050000.0,14200000.0,2023,0,0,0,0,1,0,0
Akor Adams,Montpellier HSC,Lillestrøm SK,2023,ligue-1,France,0.125,0.125,-0.06091320746065776,-5.909511259844368,23.0,Attacker,1,0,0,15.319588176962746,15.201805169084134,4500000.0,4000000.0,37750000.0,17.446496060149375,3,30000000.0,9150000.0,4,28600000.0,6550000.0,23,24.4,2,22.200314561563076,4,0,0.004093329912741793,9150000.0,0.0,-9150000.0,2023,0,0,0,0,1,0,0
Modibo Sagnan,Montpellier HSC,Utrecht,2023,ligue-1,France,0.28,0.28,0.12977214674340942,13.856897643208853,24.0,Defender,0,0,1,14.978661680269907,14.731801689838349,3200000.0,2500000.0,37750000.0,17.446496060149375,3,30000000.0,9150000.0,4,28600000.0,6550000.0,23,24.4,2,22.200314561563076,4,0,0.004093329912741793,9150000.0,0.0,-9150000.0,2023,0,0,0,0,1,0,0
Falaye Sacko,Montpellier HSC,Vit. Guimarães,2023,ligue-1,France,-0.675,-0.675,-0.8317506511612969,-56.47136051464532,28.0,Defender,0,0,1,14.077875591662238,15.201805169084134,1300000.0,4000000.0,37750000.0,17.446496060149375,3,30000000.0,9150000.0,4,28600000.0,6550000.0,23,24.4,2,22.200314561563076,4,0,0.004093329912741793,9150000.0,0.0,-9150000.0,2023,0,0,0,0,1,0,0
Aron Dønnum,FC Toulouse,Standard Liège,2023,ligue-1,France,0.5,0.5,0.4601949502246274,58.43830364299707,25.0,Midfielder,0,1,0,15.319588176962746,14.914123179965662,4500000.0,3000000.0,13200000.0,16.395727463314174,3,10000000.0,18250000.0,7,-5050000.0,31350000.0,24,24.1,7,22.200314561563076,7,0,0.00657163579108547,18250000.0,0.0,-18250000.0,2023,0,0,0,0,1,0,0
Ibrahim Cissoko,FC Toulouse,NEC Nijmegen,2023,ligue-1,France,0.1999999999999999,0.1999999999999999,-0.3219816267840976,-27.5288561013035,20.0,Attacker,1,0,0,14.914123179965662,14.731801689838349,3000000.0,2500000.0,13200000.0,16.395727463314174,3,10000000.0,18250000.0,7,-5050000.0,31350000.0,24,24.1,7,22.200314561563076,7,0,0.00657163579108547,18250000.0,0.0,-18250000.0,2023,0,0,0,0,1,0,0
Shavy Babicka,FC Toulouse,Aris Limassol,2023,ligue-1,France,1.75,1.75,0.6127879356460681,84.55701296644456,23.0,Attacker,1,0,0,14.827111833279051,13.815511557963774,2750000.0,1000000.0,13200000.0,16.395727463314174,3,10000000.0,18250000.0,7,-5050000.0,31350000.0,24,24.1,7,22.200314561563076,7,0,0.00657163579108547,18250000.0,0.0,-18250000.0,2023,0,0,0,0,1,0,0
Niklas Schmidt,FC Toulouse,Werder Bremen,2023,ligue-1,France,0.0,0.0,0.025780891162364483,2.61161034553008,25.0,Midfielder,0,1,0,14.731801689838349,14.731801689838349,2500000.0,2500000.0,13200000.0,16.395727463314174,3,10000000.0,18250000.0,7,-5050000.0,31350000.0,24,24.1,7,22.200314561563076,7,0,0.00657163579108547,18250000.0,0.0,-18250000.0,2023,0,0,0,0,1,0,0
Yann Gboho,FC Toulouse,Cercle Brugge,2023,ligue-1,France,0.0,0.0,-0.33698338015819473,-28.607937664186267,22.0,Attacker,1,0,0,14.731801689838349,14.731801689838349,2500000.0,2500000.0,13200000.0,16.395727463314174,3,10000000.0,18250000.0,7,-5050000.0,31350000.0,24,24.1,7,22.200314561563076,7,0,0.00657163579108547,18250000.0,0.0,-18250000.0,2023,0,0,0,0,1,0,0
Frank Magri,FC Toulouse,SC Bastia,2023,ligue-1,France,1.0,1.0,0.2943343408911119,34.223282157414324,23.0,Attacker,1,0,0,14.508658238524095,13.815511557963774,2000000.0,1000000.0,13200000.0,16.395727463314174,3,10000000.0,18250000.0,7,-5050000.0,31350000.0,24,24.1,7,22.200314561563076,7,0,0.00657163579108547,18250000.0,0.0,-18250000.0,2023,0,0,0,0,1,0,0
Cristian Cásseres Jr.,FC Toulouse,New York,2023,ligue-1,France,-0.7142857142857143,-0.7142857142857143,-1.3408759531224668,-73.83837886968267,23.0,Midfielder,0,1,0,13.815511557963774,15.068273812173887,1000000.0,3500000.0,13200000.0,16.395727463314174,3,10000000.0,18250000.0,7,-5050000.0,31350000.0,24,24.1,7,22.200314561563076,7,0,0.00657163579108547,18250000.0,0.0,-18250000.0,2023,0,0,0,0,1,0,0
Mahdi Camara,Stade Brestois 29,Saint-Étienne,2023,ligue-1,France,0.0,0.0,0.05472995322754315,5.625535761998046,25.0,Midfielder,0,1,0,14.914123179965662,14.914123179965662,3000000.0,3000000.0,8600000.0,15.967272877502799,2,8000000.0,3500000.0,2,5100000.0,23700000.0,23,25.5,6,22.200314561563076,2,0,0.0015528336672854706,3500000.0,0.0,-3500000.0,2023,0,0,0,0,1,0,0
Bradley Locko,Stade Brestois 29,Stade Reims,2023,ligue-1,France,-0.8,-0.8,-1.97750376125399,-86.15859168932651,21.0,Defender,0,0,1,13.122365377402328,14.731801689838349,500000.0,2500000.0,8600000.0,15.967272877502799,2,8000000.0,3500000.0,2,5100000.0,23700000.0,23,25.5,6,22.200314561563076,2,0,0.0015528336672854706,3500000.0,0.0,-3500000.0,2023,0,0,0,0,1,0,0
Abakar Sylla,RC Strasbourg Alsace,Club Brugge,2023,ligue-1,France,1.5,1.5,0.6492487379819138,91.41023838543605,20.0,Defender,0,0,1,16.811242881518265,15.894952224644102,20000000.0,8000000.0,43000000.0,17.57671069691365,4,18000000.0,60700000.0,6,-17700000.0,-26300000.0,26,22.8,14,22.200314561563076,5,0,0.00536069903541377,60700000.0,0.0,-60700000.0,2023,0,0,0,0,1,0,0
Emmanuel Emegha,RC Strasbourg Alsace,Sturm Graz,2023,ligue-1,France,0.625,0.625,0.16589004909570448,18.044332016383912,20.0,Attacker,1,0,0,16.380459992348886,15.894952224644102,13000000.0,8000000.0,43000000.0,17.57671069691365,4,18000000.0,60700000.0,6,-17700000.0,-26300000.0,26,22.8,14,22.200314561563076,5,0,0.00536069903541377,60700000.0,0.0,-60700000.0,2023,0,0,0,0,1,0,0
Dilane Bakwa,RC Strasbourg Alsace,G. Bordeaux,2023,ligue-1,France,1.5,1.5,0.48661476140508775,62.67998845527356,20.0,Attacker,1,0,0,16.118095750958314,15.201805169084134,10000000.0,4000000.0,43000000.0,17.57671069691365,4,18000000.0,60700000.0,6,-17700000.0,-26300000.0,26,22.8,14,22.200314561563076,5,0,0.00536069903541377,60700000.0,0.0,-60700000.0,2023,0,0,0,0,1,0,0
Junior Mwanga,RC Strasbourg Alsace,G. Bordeaux,2023,ligue-1,France,1.5,1.5,0.5983994275958242,81.92048490879975,20.0,Midfielder,0,1,0,16.118095750958314,15.201805169084134,10000000.0,4000000.0,43000000.0,17.57671069691365,4,18000000.0,60700000.0,6,-17700000.0,-26300000.0,26,22.8,14,22.200314561563076,5,0,0.00536069903541377,60700000.0,0.0,-60700000.0,2023,0,0,0,0,1,0,0
Milos Lukovic,RC Strasbourg Alsace,IMT Belgrad,2023,ligue-1,France,-0.06,-0.06,-0.6234401546652588,-46.39030478374425,18.0,Attacker,1,0,0,15.363073279446223,15.424948670398354,4700000.0,5000000.0,43000000.0,17.57671069691365,4,18000000.0,60700000.0,6,-17700000.0,-26300000.0,26,22.8,14,22.200314561563076,5,0,0.00536069903541377,60700000.0,0.0,-60700000.0,2023,0,0,0,0,1,0,0
Saïdou Sow,RC Strasbourg Alsace,Saint-Étienne,2023,ligue-1,France,-0.1428571428571429,-0.1428571428571429,-0.46879293434769664,-37.42429355086004,21.0,Defender,0,0,1,14.914123179965662,15.068273812173887,3000000.0,3500000.0,43000000.0,17.57671069691365,4,18000000.0,60700000.0,6,-17700000.0,-26300000.0,26,22.8,14,22.200314561563076,5,0,0.00536069903541377,60700000.0,0.0,-60700000.0,2023,0,0,0,0,1,0,0
Douglas Augusto,FC Nantes,PAOK,2023,ligue-1,France,0.5111111111111111,0.5111111111111111,0.6156148183030226,85.07943835136706,26.0,Midfielder,0,1,0,15.732433317205148,15.319588176962746,6800000.0,4500000.0,37800000.0,17.44781968704484,6,15000000.0,27550000.0,6,10250000.0,32000000.0,29,26.9,8,22.200314561563076,6,2,0.004422309462189906,27550000.0,25000000.0,-2550000.0,2023,0,0,0,0,1,0,0
Mostafa Mohamed,FC Nantes,Galatasaray,2023,ligue-1,France,-0.0416666666666666,-0.0416666666666666,0.010443775108557318,1.0498503524218217,25.0,Attacker,1,0,0,15.564710586686562,15.607270193858982,5750000.0,6000000.0,37800000.0,17.44781968704484,6,15000000.0,27550000.0,6,10250000.0,32000000.0,29,26.9,8,22.200314561563076,6,2,0.004422309462189906,27550000.0,25000000.0,-2550000.0,2023,0,0,0,0,1,0,0
Adson,FC Nantes,Corinthians,2023,ligue-1,France,-0.1666666666666666,-0.1666666666666666,-0.38029774630947166,-31.634222094225716,22.0,Attacker,1,0,0,15.424948670398354,15.607270193858982,5000000.0,6000000.0,37800000.0,17.44781968704484,6,15000000.0,27550000.0,6,10250000.0,32000000.0,29,26.9,8,22.200314561563076,6,2,0.004422309462189906,27550000.0,25000000.0,-2550000.0,2023,0,0,0,0,1,0,0
Andy Delort,FC Nantes,Nice,2023,ligue-1,France,-0.2857142857142857,-0.2857142857142857,0.24296650145605625,27.502598202456262,31.0,Attacker,1,0,0,15.424948670398354,15.76142084987672,5000000.0,7000000.0,37800000.0,17.44781968704484,6,15000000.0,27550000.0,6,10250000.0,32000000.0,29,26.9,8,22.200314561563076,6,2,0.004422309462189906,27550000.0,25000000.0,-2550000.0,2023,0,0,0,0,1,0,0
Kelvin Amian,FC Nantes,Spezia Calcio,2023,ligue-1,France,0.3636363636363635,0.3636363636363635,0.25642941854486345,29.23076755503924,25.0,Defender,0,0,1,14.914123179965662,14.603968372873895,3000000.0,2200000.0,37800000.0,17.44781968704484,6,15000000.0,27550000.0,6,10250000.0,32000000.0,29,26.9,8,22.200314561563076,6,2,0.004422309462189906,27550000.0,25000000.0,-2550000.0,2023,0,0,0,0,1,0,0
Lamine Diack,FC Nantes,Ankaragücü,2023,ligue-1,France,0.3333333333333332,0.3333333333333332,0.06503405347873681,6.71954013353977,23.0,Midfielder,0,1,0,14.508658238524095,14.220976332738882,2000000.0,1500000.0,37800000.0,17.44781968704484,6,15000000.0,27550000.0,6,10250000.0,32000000.0,29,26.9,8,22.200314561563076,6,2,0.004422309462189906,27550000.0,25000000.0,-2550000.0,2023,0,0,0,0,1,0,0
Rassoul Ndiaye,Le Havre AC,FC Sochaux,2023,ligue-1,France,-0.625,-0.625,-1.2150601222469994,-70.33079631530295,21.0,Midfielder,0,1,0,14.220976332738882,15.201805169084134,1500000.0,4000000.0,0.0,0.0,0,0.0,2900000.0,3,-2900000.0,1000000.0,28,25.4,8,22.200314561563076,3,0,0.0027710993250516943,2900000.0,0.0,-2900000.0,2023,0,0,0,0,1,0,0
Emmanuel Sabbi,Le Havre AC,Odense BK,2023,ligue-1,France,0.6666666666666667,0.6666666666666667,0.1982234109805976,21.923502112702288,25.0,Attacker,1,0,0,13.815511557963774,13.304686600863562,1000000.0,600000.0,0.0,0.0,0,0.0,2900000.0,3,-2900000.0,1000000.0,28,25.4,8,22.200314561563076,3,0,0.0027710993250516943,2900000.0,0.0,-2900000.0,2023,0,0,0,0,1,0,0
Issa Soumaré,Le Havre AC,Beerschot VA,2023,ligue-1,France,-0.6,-0.6,-1.3987614399225965,-75.30978865351948,22.0,Attacker,1,0,0,12.899222326086994,13.815511557963774,400000.0,1000000.0,0.0,0.0,0,0.0,2900000.0,3,-2900000.0,1000000.0,28,25.4,8,22.200314561563076,3,0,0.0027710993250516943,2900000.0,0.0,-2900000.0,2023,0,0,0,0,1,0,0
Kevin Van Den Kerkhof,FC Metz,SC Bastia,2023,ligue-1,France,0.25,0.25,0.3216044271857612,37.933924829445395,27.0,Defender,0,0,1,14.731801689838349,14.508658238524095,2500000.0,2000000.0,30000000.0,17.216707972959764,6,16000000.0,6330000.0,5,23670000.0,29850000.0,27,25.8,7,22.200314561563076,5,2,0.004352408206078443,6330000.0,12500000.0,6170000.0,2023,0,0,0,0,1,0,0
Benjamin Tetteh,FC Metz,Hull City,2023,ligue-1,France,0.1999999999999999,0.1999999999999999,0.09886853231552273,10.392122379351898,26.0,Attacker,1,0,0,14.403297778421795,14.220976332738882,1800000.0,1500000.0,30000000.0,17.216707972959764,6,16000000.0,6330000.0,5,23670000.0,29850000.0,27,25.8,7,22.200314561563076,5,2,0.004352408206078443,6330000.0,12500000.0,6170000.0,2023,0,0,0,0,1,0,0
Joel Asoro,FC Metz,Djurgården,2023,ligue-1,France,-0.1999999999999999,-0.1999999999999999,-0.4739160347682727,-37.744067208805774,24.0,Attacker,1,0,0,13.997832948091215,14.220976332738882,1200000.0,1500000.0,30000000.0,17.216707972959764,6,16000000.0,6330000.0,5,23670000.0,29850000.0,27,25.8,7,22.200314561563076,5,2,0.004352408206078443,6330000.0,12500000.0,6170000.0,2023,0,0,0,0,1,0,0
Jean N'Guessan,FC Metz,Nice,2023,ligue-1,France,-0.6416666666666666,-0.6416666666666666,-1.5353483672639054,-78.46197464711011,20.0,Midfielder,0,1,0,12.971542813248437,13.997832948091215,430000.0,1200000.0,30000000.0,17.216707972959764,6,16000000.0,6330000.0,5,23670000.0,29850000.0,27,25.8,7,22.200314561563076,5,2,0.004352408206078443,6330000.0,12500000.0,6170000.0,2023,0,0,0,0,1,0,0
Simon Elisor,FC Metz,RFC Seraing,2023,ligue-1,France,-0.5,-0.5,-1.1273890319846576,-67.61227594861789,23.0,Attacker,1,0,0,12.899222326086994,13.592368256649284,400000.0,800000.0,30000000.0,17.216707972959764,6,16000000.0,6330000.0,5,23670000.0,29850000.0,27,25.8,7,22.200314561563076,5,2,0.004352408206078443,6330000.0,12500000.0,6170000.0,2023,0,0,0,0,1,0,0
Declan Rice,Arsenal FC,West Ham,2023,premier-league,England,0.2955555555555555,0.2955555555555555,0.7700527971168434,115.98803077118785,24.0,Midfielder,0,1,0,18.574259840456996,18.31532023940565,116600000.0,90000000.0,66350000.0,18.01045433381408,6,30000000.0,231600000.0,3,-165250000.0,-280730000.0,25,26.3,20,23.255374088298197,3,0,0.002712714649266297,231600000.0,0.0,-231600000.0,2023,0,0,0,0,1,0,0
Kai Havertz,Arsenal FC,Chelsea,2023,premier-league,England,0.3636363636363635,0.3636363636363635,0.6312878872556453,88.0030309881676,24.0,Attacker,1,0,0,18.132998684833918,17.822843761378564,75000000.0,55000000.0,66350000.0,18.01045433381408,6,30000000.0,231600000.0,3,-165250000.0,-280730000.0,25,26.3,20,23.255374088298197,3,0,0.002712714649266297,231600000.0,0.0,-231600000.0,2023,0,0,0,0,1,0,0
Jurriën Timber,Arsenal FC,Ajax,2023,premier-league,England,-0.0476190476190476,-0.0476190476190476,0.11478160089422573,12.162845158063584,22.0,Defender,0,0,1,17.50439003707821,17.553180200057167,40000000.0,42000000.0,66350000.0,18.01045433381408,6,30000000.0,231600000.0,3,-165250000.0,-280730000.0,25,26.3,20,23.255374088298197,3,0,0.002712714649266297,231600000.0,0.0,-231600000.0,2023,0,0,0,0,1,0,0
Moussa Diaby,Aston Villa,Leverkusen,2023,premier-league,England,0.1,0.1,0.4013097625230415,49.377992728703425,24.0,Attacker,1,0,0,17.822843761378564,17.72753358339242,55000000.0,50000000.0,32550000.0,17.29828795734082,4,21550000.0,106500000.0,5,-73950000.0,-12650000.0,25,28.2,12,23.255374088298197,5,3,0.005364033492483349,106500000.0,26750000.0,-79750000.0,2023,0,0,0,0,1,0,0
Pau Torres,Aston Villa,Villarreal,2023,premier-league,England,-0.2666666666666667,-0.2666666666666667,0.19901102617845723,22.01954280600138,26.0,Defender,0,0,1,17.312018149733785,17.622173069956816,33000000.0,45000000.0,32550000.0,17.29828795734082,4,21550000.0,106500000.0,5,-73950000.0,-12650000.0,25,28.2,12,23.255374088298197,5,3,0.005364033492483349,106500000.0,26750000.0,-79750000.0,2023,0,0,0,0,1,0,0
Morgan Rogers,Aston Villa,Middlesbrough,2023,premier-league,England,2.357142857142857,2.357142857142857,0.9202257955626685,150.98574436840377,21.0,Midfielder,0,1,0,16.056220353623207,14.845130332288226,9400000.0,2800000.0,32550000.0,17.29828795734082,4,21550000.0,106500000.0,5,-73950000.0,-12650000.0,25,28.2,12,23.255374088298197,5,3,0.005364033492483349,106500000.0,26750000.0,-79750000.0,2023,0,0,0,0,1,0,0
Kosta Nedeljkovic,Aston Villa,Red Star,2023,premier-league,England,2.04,2.04,0.49281019304935647,63.69099322238867,18.0,Defender,0,0,1,15.843658936835498,14.731801689838349,7600000.0,2500000.0,32550000.0,17.29828795734082,4,21550000.0,106500000.0,5,-73950000.0,-12650000.0,25,28.2,12,23.255374088298197,5,3,0.005364033492483349,106500000.0,26750000.0,-79750000.0,2023,0,0,0,0,1,0,0
Joe Gauci,Aston Villa,Adelaide United,2023,premier-league,England,1.727272727272727,1.727272727272727,0.4399247738347203,55.259099065934514,23.0,Goalkeeper,0,0,0,14.220976332738882,13.217675375388819,1500000.0,550000.0,32550000.0,17.29828795734082,4,21550000.0,106500000.0,5,-73950000.0,-12650000.0,25,28.2,12,23.255374088298197,5,3,0.005364033492483349,106500000.0,26750000.0,-79750000.0,2023,0,0,0,0,1,0,0
Tyler Adams,AFC Bournemouth,Leeds,2023,premier-league,England,0.4944444444444444,0.4944444444444444,0.6573206685899109,92.96153897740615,24.0,Midfielder,0,1,0,17.10763688174679,16.705882371415992,26900000.0,18000000.0,1500000.0,14.220976332738882,1,1500000.0,129890000.0,7,-128390000.0,130310000.0,26,25.6,13,23.255374088298197,7,0,0.0049925396262520075,129890000.0,0.0,-129890000.0,2023,0,0,0,0,1,0,0
Hamed Traoré,AFC Bournemouth,Sassuolo,2023,premier-league,England,0.1645454545454545,0.1645454545454545,0.2443150132860481,27.67464730371325,23.0,Attacker,1,0,0,17.058883893464866,16.906553056777135,25620000.0,22000000.0,1500000.0,14.220976332738882,1,1500000.0,129890000.0,7,-128390000.0,130310000.0,26,25.6,13,23.255374088298197,7,0,0.0049925396262520075,129890000.0,0.0,-129890000.0,2023,0,0,0,0,1,0,0
Alex Scott,AFC Bournemouth,Bristol City,2023,premier-league,England,0.1499999999999999,0.1499999999999999,-0.00624207369431673,-0.6222632693491992,19.0,Midfielder,0,1,0,16.951004817371683,16.811242881518265,23000000.0,20000000.0,1500000.0,14.220976332738882,1,1500000.0,129890000.0,7,-128390000.0,130310000.0,26,25.6,13,23.255374088298197,7,0,0.0049925396262520075,129890000.0,0.0,-129890000.0,2023,0,0,0,0,1,0,0
Milos Kerkez,AFC Bournemouth,AZ Alkmaar,2023,premier-league,England,0.3646666666666667,0.3646666666666667,0.06001905977217348,6.185678830963948,19.0,Defender,0,0,1,16.834471006489448,16.52356082573315,20470000.0,15000000.0,1500000.0,14.220976332738882,1,1500000.0,129890000.0,7,-128390000.0,130310000.0,26,25.6,13,23.255374088298197,7,0,0.0049925396262520075,129890000.0,0.0,-129890000.0,2023,0,0,0,0,1,0,0
Romain Faivre,AFC Bournemouth,Lyon,2023,premier-league,England,0.5,0.5,0.5677022933416023,76.42088465083856,24.0,Midfielder,0,1,0,16.52356082573315,16.118095750958314,15000000.0,10000000.0,1500000.0,14.220976332738882,1,1500000.0,129890000.0,7,-128390000.0,130310000.0,26,25.6,13,23.255374088298197,7,0,0.0049925396262520075,129890000.0,0.0,-129890000.0,2023,0,0,0,0,1,0,0
Justin Kluivert,AFC Bournemouth,Roma,2023,premier-league,England,-0.2285714285714285,-0.2285714285714285,-0.04384879546606868,-4.29013396118666,24.0,Midfielder,0,1,0,16.195056784687036,16.454567959008102,10800000.0,14000000.0,1500000.0,14.220976332738882,1,1500000.0,129890000.0,7,-128390000.0,130310000.0,26,25.6,13,23.255374088298197,7,0,0.0049925396262520075,129890000.0,0.0,-129890000.0,2023,0,0,0,0,1,0,0
Max Aarons,AFC Bournemouth,Norwich,2023,premier-league,England,-0.49375,-0.49375,-0.5867288015832521,-44.385646211192295,23.0,Defender,0,0,1,15.90737474309945,16.588099342704055,8100000.0,16000000.0,1500000.0,14.220976332738882,1,1500000.0,129890000.0,7,-128390000.0,130310000.0,26,25.6,13,23.255374088298197,7,0,0.0049925396262520075,129890000.0,0.0,-129890000.0,2023,0,0,0,0,1,0,0
Nathan Collins,Brentford FC,Wolves,2023,premier-league,England,0.2204545454545454,0.2204545454545454,0.260123467324501,29.709023939142277,22.0,Defender,0,0,1,17.105776416163096,16.906553056777135,26850000.0,22000000.0,6750000.0,15.72505321099685,3,6000000.0,72350000.0,5,-65600000.0,50060000.0,26,25.5,14,23.255374088298197,4,0,0.004360854746383254,72350000.0,0.0,-72350000.0,2023,0,0,0,0,1,0,0
