competition_name,competition_type,country_name,country_code,total_clubs,total_players,total_value,source_league,season_id,competition_code
Thai League,first_tier,Thailand,THA1,16.0,492.0,80930000.0,2024,,2024
Thai League 2,second_tier,Thailand,THA1,16.0,492.0,80930000.0,2024,,2024
Thai FA Cup,domestic_cup,Thailand,THA1,16.0,492.0,80930000.0,2024,,2024
V.League 1,first_tier,Vietnam,VIE1,14.0,446.0,56500000.0,2024,,2024
Vietnam Cup,domestic_cup,Vietnam,VIE1,14.0,446.0,56500000.0,2024,,2024
Jindal League,first_tier,Oman,OM1L,14.0,515.0,39740000.0,2024,,2024
Lebanese Premier League,first_tier,Lebanon,LIB1,12.0,327.0,32909999.999999996,2024,,2024
Jordanian Pro League,first_tier,Jordan,JO1L,10.0,300.0,30980000.0,2024,,2024
Jogorku Liga,first_tier,Kyrgyzstan,KG1L,16.0,434.0,37410000.0,2024,,2024
Kyrgyzstan Cup,domestic_cup,Kyrgyzstan,KG1L,16.0,434.0,37410000.0,2024,,2024
Vysshaya Liga,first_tier,Tajikistan,TAD1,12.0,286.0,20050000.0,2024,,2024
Hong Kong Premier League,first_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2024,,2024
Hong Kong First Division,second_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2024,,2024
Hong Kong Second Division,third_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2024,,2024
Hong Kong FA Cup,domestic_cup,Hongkong,HGKG,10.0,323.0,20850000.0,2024,,2024
Indian Super League,first_tier,India,IND1,14.0,396.0,37200000.0,2024,,2024
Indian Football League,second_tier,India,IND1,14.0,396.0,37200000.0,2024,,2024
I-League 2,third_tier,India,IND1,14.0,396.0,37200000.0,2024,,2024
Durand Cup,domestic_cup,India,IND1,14.0,396.0,37200000.0,2024,,2024
Super Cup,domestic_super_cup,India,IND1,14.0,396.0,37200000.0,2024,,2024
C. Premier League,first_tier,Cambodia,KHM1,11.0,328.0,17010000.0,2024,,2024
Cambodian Super Cup,domestic_super_cup,Cambodia,KHM1,11.0,328.0,17010000.0,2024,,2024
Cymru Premier,first_tier,Wales,WAL1,12.0,264.0,14840000.0,2024,,2024
Cymru North,second_tier,Wales,WAL1,12.0,264.0,14840000.0,2024,,2024
Welsh Cup,domestic_cup,Wales,WAL1,12.0,264.0,14840000.0,2024,,2024
Premier League,first_tier,Singapore,SIN1,8.0,197.0,19110000.0,2024,,2024
Singapore Cup,domestic_cup,Singapore,SIN1,8.0,197.0,19110000.0,2024,,2024
Singapore Community Shield,domestic_super_cup,Singapore,SIN1,8.0,197.0,19110000.0,2024,,2024
BFL ,first_tier,Bangladesh,BGD1,10.0,337.0,15230000.0,2024,,2024
Federation Cup,domestic_cup,Bangladesh,BGD1,10.0,337.0,15230000.0,2024,,2024
Bangladesh Super Cup,domestic_super_cup,Bangladesh,BGD1,10.0,337.0,15230000.0,2024,,2024
Super Liga,first_tier,Moldova,MOP2,6.0,160.0,25440000.0,2024,,2024
Liga 1 (Promotion),second_tier,Moldova,MOP2,6.0,160.0,25440000.0,2024,,2024
Moldovan Cup,domestic_cup,Moldova,MOP2,6.0,160.0,25440000.0,2024,,2024
Myanmar National League,first_tier,Myanmar,MYA1,12.0,381.0,15730000.0,2024,,2024
Primera Divisió,first_tier,Andorra,AND1,10.0,231.0,24350000.0,2024,,2024
Segona Divisió,second_tier,Andorra,AND1,10.0,231.0,24350000.0,2024,,2024
Copa Constitució,domestic_cup,Andorra,AND1,10.0,231.0,24350000.0,2024,,2024
Meistaradeildin,first_tier,Faroe Islands,FARO,10.0,298.0,13590000.0,2024,,2024
1. deild,second_tier,Faroe Islands,FARO,10.0,298.0,13590000.0,2024,,2024
Løgmanssteypið,domestic_cup,Faroe Islands,FARO,10.0,298.0,13590000.0,2024,,2024
Stórsteypadystur,domestic_super_cup,Faroe Islands,FARO,10.0,298.0,13590000.0,2024,,2024
Gibraltar Football League,first_tier,Gibraltar,GI1,12.0,317.0,12490000.0,2024,,2024
Rock Cup,domestic_cup,Gibraltar,GI1,12.0,317.0,12490000.0,2024,,2024
Pepe Reyes Cup,domestic_super_cup,Gibraltar,GI1,12.0,317.0,12490000.0,2024,,2024
Camp. Sammarinese,first_tier,San Marino,SMR1,16.0,385.0,11140000.0,2024,,2024
Coppa Titano,domestic_cup,San Marino,SMR1,16.0,385.0,11140000.0,2024,,2024
Supercoppa San Marino,domestic_super_cup,San Marino,SMR1,16.0,385.0,11140000.0,2024,,2024
Premier League Opening Round,first_tier,Malta,GZO1,7.0,210.0,50000.0,2024,,2024
Challenge League,second_tier,Malta,GZO1,7.0,210.0,50000.0,2024,,2024
National Amateur League I,third_tier,Malta,GZO1,7.0,210.0,50000.0,2024,,2024
Jubilee Cup,domestic_cup,Malta,GZO1,7.0,210.0,50000.0,2024,,2024
Maltese Super Cup,domestic_super_cup,Malta,GZO1,7.0,210.0,50000.0,2024,,2024
NB I.,first_tier,Hungary,UN2,16.0,426.0,37710000.0,2024,,2024
NB II.,second_tier,Hungary,UN2,16.0,426.0,37710000.0,2024,,2024
Magyar Kupa,domestic_cup,Hungary,UN2,16.0,426.0,37710000.0,2024,,2024
Prva Liga,first_tier,Slovenia,SL2,16.0,395.0,21680000.0,2024,,2024
Druga Liga,second_tier,Slovenia,SL2,16.0,395.0,21680000.0,2024,,2024
Pokal Slovenije,domestic_cup,Slovenia,SL2,16.0,395.0,21680000.0,2024,,2024
Niké Liga,first_tier,Slovakia,SK2,16.0,399.0,19030000.0,2024,,2024
MONACObet liga,second_tier,Slovakia,SK2,16.0,399.0,19030000.0,2024,,2024
Slovnaft Cup,domestic_cup,Slovakia,SK2,16.0,399.0,19030000.0,2024,,2024
Kategoria Superiore,first_tier,Albania,ALB2,12.0,300.0,21360000.0,2024,,2024
Kategoria e Parë,second_tier,Albania,ALB2,12.0,300.0,21360000.0,2024,,2024
Kupa e Shqipërisë,domestic_cup,Albania,ALB2,12.0,300.0,21360000.0,2024,,2024
Superkupa e Shqipërisë,domestic_super_cup,Albania,ALB2,12.0,300.0,21360000.0,2024,,2024
Premijer Liga BiH,first_tier,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2024,,2024
Prva liga FBIH,second_tier,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2024,,2024
Kup BiH,domestic_cup,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2024,,2024
Besta deild,first_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2024,,2024
Lengjudeild,second_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2024,,2024
2. deild,third_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2024,,2024
Mjólkurbikar,domestic_cup,Iceland,IS2,12.0,280.0,8220000.000000001,2024,,2024
Meistarakeppni,domestic_super_cup,Iceland,IS2,12.0,280.0,8220000.000000001,2024,,2024
Vysheyshaya Liga,first_tier,Belarus,WER2,18.0,461.0,18480000.0,2024,,2024
Pershaya Liga,second_tier,Belarus,WER2,18.0,461.0,18480000.0,2024,,2024
Belarusian Cup,domestic_cup,Belarus,WER2,18.0,461.0,18480000.0,2024,,2024
Belarusian Super Cup,domestic_super_cup,Belarus,WER2,18.0,461.0,18480000.0,2024,,2024
Toplyga,first_tier,Lithuania,LTU2,16.0,393.0,400000.0,2024,,2024
I Lyga,second_tier,Lithuania,LTU2,16.0,393.0,400000.0,2024,,2024
Lithuanian Cup,domestic_cup,Lithuania,LTU2,16.0,393.0,400000.0,2024,,2024
Lithuanian Supercup,domestic_super_cup,Lithuania,LTU2,16.0,393.0,400000.0,2024,,2024
Erovnuli Liga,first_tier,Georgia,GEO2,10.0,252.0,1230000.0,2024,,2024
Erovnuli Liga 2,second_tier,Georgia,GEO2,10.0,252.0,1230000.0,2024,,2024
David Kipiani Cup,domestic_cup,Georgia,GEO2,10.0,252.0,1230000.0,2024,,2024
Cyprus League,first_tier,Cyprus,CYP2,16.0,426.0,975000.0,2024,,2024
2. Division,second_tier,Cyprus,CYP2,16.0,426.0,975000.0,2024,,2024
Kypello Kyprou,domestic_cup,Cyprus,CYP2,16.0,426.0,975000.0,2024,,2024
Cypriot Super Cup,domestic_super_cup,Cyprus,CYP2,16.0,426.0,975000.0,2024,,2024
Premier League,first_tier,Armenia,ARM2,16.0,489.0,8680000.0,2024,,2024
First League,second_tier,Armenia,ARM2,16.0,489.0,8680000.0,2024,,2024
Armenian Independence Cup,domestic_cup,Armenia,ARM2,16.0,489.0,8680000.0,2024,,2024
Armenian Supercup,domestic_super_cup,Armenia,ARM2,16.0,489.0,8680000.0,2024,,2024
Premyer Liqa,first_tier,Azerbaijan,AZ1,12.0,307.0,123430000.0,2024,,2024
Azerbaycan Kuboku,domestic_cup,Azerbaijan,AZ1,12.0,307.0,123430000.0,2024,,2024
Premier Liga,first_tier,Kazakhstan,KAS2,14.0,397.0,1530000.0,2024,,2024
Pervaya Liga,second_tier,Kazakhstan,KAS2,14.0,397.0,1530000.0,2024,,2024
Kazakhstan Cup,domestic_cup,Kazakhstan,KAS2,14.0,397.0,1530000.0,2024,,2024
Kasachischer Supercup,domestic_super_cup,Kazakhstan,KAS2,14.0,397.0,1530000.0,2024,,2024
Superliga e Kosovës,first_tier,Kosovo,KO1,10.0,277.0,50230000.0,2024,,2024
Kupa e Kosovës,domestic_cup,Kosovo,KO1,10.0,277.0,50230000.0,2024,,2024
Superkupa e Kosovës,domestic_super_cup,Kosovo,KO1,10.0,277.0,50230000.0,2024,,2024
Virsliga,first_tier,Latvia,LET2,14.0,413.0,350000.0,2024,,2024
Futbola Pirmā līga,second_tier,Latvia,LET2,14.0,413.0,350000.0,2024,,2024
Veikkausliiga,first_tier,Finland,FI2,10.0,253.0,4760000.0,2024,,2024
Ykkösliiga,second_tier,Finland,FI2,10.0,253.0,4760000.0,2024,,2024
Ykkönen,third_tier,Finland,FI2,10.0,253.0,4760000.0,2024,,2024
Suomen Cup,domestic_cup,Finland,FI2,10.0,253.0,4760000.0,2024,,2024
Prva liga,first_tier,North Macedonia,MAZ1,12.0,292.0,36680000.0,2024,,2024
Kup na Makedonija,domestic_cup,North Macedonia,MAZ1,12.0,292.0,36680000.0,2024,,2024
Premier Division,first_tier,Ireland,IR1,10.0,312.0,32630000.000000004,2024,,2024
First Division,second_tier,Ireland,IR1,10.0,312.0,32630000.000000004,2024,,2024
FAI Cup,domestic_cup,Ireland,IR1,10.0,312.0,32630000.000000004,2024,,2024
President's Cup,domestic_super_cup,Ireland,IR1,10.0,312.0,32630000.000000004,2024,,2024
Premium Liiga,first_tier,Estonia,EST1,10.0,260.0,28140000.0,2024,,2024
Esiliiga,second_tier,Estonia,EST1,10.0,260.0,28140000.0,2024,,2024
Esiliiga B,third_tier,Estonia,EST1,10.0,260.0,28140000.0,2024,,2024
Eesti Karikas,domestic_cup,Estonia,EST1,10.0,260.0,28140000.0,2024,,2024
Eesti Superkarikas,domestic_super_cup,Estonia,EST1,10.0,260.0,28140000.0,2024,,2024
Meridianbet 1. CFL,first_tier,Montenegro,MNE1,10.0,251.0,29210000.0,2024,,2024
2. CFL,second_tier,Montenegro,MNE1,10.0,251.0,29210000.0,2024,,2024
Montenegro Cup,domestic_cup,Montenegro,MNE1,10.0,251.0,29210000.0,2024,,2024
Premiership,first_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2024,,2024
Championship ,second_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2024,,2024
Intermediate,third_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2024,,2024
Irish League Cup,domestic_cup,Northern Ireland,NIR1,12.0,311.0,29960000.0,2024,,2024
NIFL Charity Shield,domestic_super_cup,Northern Ireland,NIR1,12.0,311.0,29960000.0,2024,,2024
CanPL,first_tier,Canada,CDN1,8.0,204.0,22600000.0,2024,,2024
Canadian Championship,domestic_cup,Canada,CDN1,8.0,204.0,22600000.0,2024,,2024
Jamaica Premier League,first_tier,Jamaica,JPL1,14.0,582.0,700000.0,2024,,2024
Liga Primera Apertura,first_tier,Nicaragua,NC1A,10.0,277.0,2830000.0,2024,,2024
Copa Primera,domestic_cup,Nicaragua,NC1A,10.0,277.0,2830000.0,2024,,2024
BGL Ligue,first_tier,Luxembourg,LUX1,16.0,438.0,26130000.0,2024,,2024
Ehrenpromotion,second_tier,Luxembourg,LUX1,16.0,438.0,26130000.0,2024,,2024
Coupe de Luxembourg,domestic_cup,Luxembourg,LUX1,16.0,438.0,26130000.0,2024,,2024
Liga Dominicana - Liguilla,first_tier,Dominican Republic,DO1P,6.0,139.0,225000.0,2024,,2024
Liga de Belice Clausura,first_tier,Belize,BZ1C,7.0,213.0,275000.0,2024,,2024
Liga Puerto Rico Apertura,first_tier,Puerto Rico,PRA1,10.0,356.0,125000.0,2024,,2024
Sri Lanka Champions League - GS,second_tier,Sri Lanka,SRL1,14.0,333.0,,2024,,2024
Fiji Premier League,first_tier,Fiji,FIJ1,10.0,384.0,13100000.0,2024,,2024
PFL,first_tier,Philippines,PFL1,11.0,343.0,11470000.0,2024,,2024
National League - North,first_tier,New Zealand,NNL1,12.0,290.0,13420000.0,2024,,2024
Chatham Cup,domestic_cup,New Zealand,NNL1,12.0,290.0,13420000.0,2024,,2024
D. Premier League,first_tier,Maldives,MLD1,10.0,289.0,1430000.0,2024,,2024
Lao League 1,first_tier,Laos,LAO1,10.0,281.0,4810000.0,2024,,2024
Prime Minister Cup ,domestic_cup,Laos,LAO1,10.0,281.0,4810000.0,2024,,2024
Bhutan Premier League,first_tier,Bhutan,BH1L,10.0,309.0,945000.0,2024,,2024
Football Premier League,first_tier,Chinese Taipei,TFPL,8.0,228.0,4940000.0,2024,,2024
Football League Div.2,second_tier,Chinese Taipei,TFPL,8.0,228.0,4940000.0,2024,,2024
Africa Cup of Nations,africa_cup_of_nations,,,,,,2025,,2025
CAF-Champions League,caf_champions_league,,,,,,2025,,2025
CAF Confederation Cup,caf_confederation_cup,,,,,,2025,,2025
Africa Cup of Nations Qualification,africa_cup_of_nations_qualification,,,,,,2025,,2025
Africa U-17 Cup of Nations,africa_u_17_cup_of_nations,,,,,,2025,,2025
Africa U-20 Cup of Nations,africa_u_20_cup_of_nations,,,,,,2025,,2025
CAF-Supercup,caf_supercup,,,,,,2025,,2025
African Nations Championship,african_nations_championship,,,,,,2025,,2025
UEFA Champions League,uefa_champions_league,,,,,,2025,,2025
UEFA Super Cup,uefa_super_cup,,,,,,2025,,2025
UEFA Europa League,uefa_europa_league,,,,,,2025,,2025
UEFA Conference League,uefa_conference_league,,,,,,2025,,2025
UEFA Europa League Qualifying,uefa_europa_league_qualifying,,,,,,2025,,2025
UEFA Champions League Qualifying,uefa_champions_league_qualifying,,,,,,2025,,2025
UEFA Youth League,uefa_youth_league,,,,,,2025,,2025
UEFA Conference League Qualifiers,uefa_conference_league_qualifiers,,,,,,2025,,2025
UEFA Nations League Play-off,uefa_nations_league_play_off,,,,,,2025,,2025
UEFA Nations League Finals,uefa_nations_league_finals,,,,,,2025,,2025
UEFA Nations League A,uefa_nations_league_a,,,,,,2025,,2025
UEFA Nations League B,uefa_nations_league_b,,,,,,2025,,2025
UEFA Nations League C,uefa_nations_league_c,,,,,,2025,,2025
UEFA Nations League D,uefa_nations_league_d,,,,,,2025,,2025
European Qualifiers Play-offs,european_qualifiers_play_offs,,,,,,2025,,2025
UEFA Euro,uefa_euro,,,,,,2025,,2025
European Qualifiers,european_qualifiers,,,,,,2025,,2025
ASEAN Club Championship Qualifying,asean_club_championship_qualifying,,,,,,2025,,2025
ASEAN Club Championship,asean_club_championship,,,,,,2025,,2025
WAFF U20 Championship,waff_u20_championship,,,,,,2025,,2025
AFC Champions League Elite,afc_champions_league_elite,,,,,,2025,,2025
CAFA U17 Championship,cafa_u17_championship,,,,,,2025,,2025
AFC Challenge League Qualifying,afc_challenge_league_qualifying,,,,,,2025,,2025
AFC Champions League Two Qualifying,afc_champions_league_two_qualifying,,,,,,2025,,2025
AFC Champions League Elite Qualifying,afc_champions_league_elite_qualifying,,,,,,2025,,2025
AFC Champions League Two,afc_champions_league_two,,,,,,2025,,2025
AFC Challenge League,afc_challenge_league,,,,,,2025,,2025
OFC-Champions League,ofc_champions_league,,,,,,2025,,2025
OFC Professional League,ofc_professional_league,,,,,,2025,,2025
OFC-Champions League Preliminary,ofc_champions_league_preliminary,,,,,,2025,,2025
U16-OFC-Championship,u16_ofc_championship,,,,,,2025,,2025
ASEAN U19 Boys Championship,asean_u19_boys_championship,,,,,,2025,,2025
ASEAN U17 Boys Championship,asean_u17_boys_championship,,,,,,2025,,2025
AFC U23 Asian Cup Qualification,afc_u23_asian_cup_qualification,,,,,,2025,,2025
AFC U23 Asian Cup,afc_u23_asian_cup,,,,,,2025,,2025
South Asian Football Federation Championship,south_asian_football_federation_championship,,,,,,2025,,2025
SAFF U20 Championship,saff_u20_championship,,,,,,2025,,2025
ASEAN Championship Qualification,asean_championship_qualification,,,,,,2025,,2025
ASEAN Championship,asean_championship,,,,,,2025,,2025
AFC Asian Cup,afc_asian_cup,,,,,,2025,,2025
AFC U17 Asian Cup,afc_u17_asian_cup,,,,,,2025,,2025
AFC U17 Asian Cup Qualification,afc_u17_asian_cup_qualification,,,,,,2025,,2025
CAFA Nations Cup,cafa_nations_cup,,,,,,2025,,2025
2022 ASEAN Championship,2022_asean_championship,,,,,,2025,,2025
FIFA Arab Cup Qualification,fifa_arab_cup_qualification,,,,,,2025,,2025
Intercontinental Cup,intercontinental_cup,,,,,,2025,,2025
AFC Solidarity Cup,afc_solidarity_cup,,,,,,2025,,2025
AFC Challenge Cup Qualifikation (- 2014),afc_challenge_cup_qualifikation_2014,,,,,,2025,,2025
AFC Challenge Cup (- 2014),afc_challenge_cup_2014,,,,,,2025,,2025
WAFF Championship,waff_championship,,,,,,2025,,2025
Arabian Gulf Cup,arabian_gulf_cup,,,,,,2025,,2025
FIFA Arab Cup,fifa_arab_cup,,,,,,2025,,2025
East Asian Football Championship,east_asian_football_championship,,,,,,2025,,2025
OFC Nations Cup,ofc_nations_cup,,,,,,2025,,2025
Asian Cup qualification,asian_cup_qualification,,,,,,2025,,2025
Betway Premiership,first_tier,South Africa,SFA1,16.0,574.0,154930000.0,2025,,2025
Nedbank Cup,domestic_cup,South Africa,SFA1,16.0,574.0,154930000.0,2025,,2025
Botola Pro Inwi,first_tier,Morocco,MAR1,16.0,500.0,146520000.0,2025,,2025
Coupe du Trône Marocaine,domestic_cup,Morocco,MAR1,16.0,500.0,146520000.0,2025,,2025
Premier League,first_tier,Egypt,EGY1,21.0,708.0,183930000.0,2025,,2025
Egypt Cup,domestic_cup,Egypt,EGY1,21.0,708.0,183930000.0,2025,,2025
Egyptian Super Cup,domestic_super_cup,Egypt,EGY1,21.0,708.0,183930000.0,2025,,2025
Premier League,first_tier,Ethiopia,ETP1,20.0,661.0,32070000.0,2025,,2025
Premier League,first_tier,Ghana,GHPL,18.0,614.0,26400000.0,2025,,2025
Uganda Premier League,first_tier,Uganda,UGL1,16.0,502.0,34720000.0,2025,,2025
Ligue 1,first_tier,Algeria,ALG1,16.0,420.0,98180000.0,2025,,2025
Coupe d'Algerie,domestic_cup,Algeria,ALG1,16.0,420.0,98180000.0,2025,,2025
Supercoupe d'Algérie,domestic_super_cup,Algeria,ALG1,16.0,420.0,98180000.0,2025,,2025
Ligue 1,first_tier,Tunisia,TUN1,16.0,566.0,90660000.0,2025,,2025
Tunisian Cup,domestic_cup,Tunisia,TUN1,16.0,566.0,90660000.0,2025,,2025
Ligue 1,first_tier,Senegal,SEN1,16.0,547.0,24630000.0,2025,,2025
D1 Comores,first_tier,Comoros,COM1,30.0,889.0,,2025,,2025
NPFL,first_tier,Nigeria,NPFL,20.0,849.0,1360000.0,2025,,2025
CONCACAF Champions Cup,concacaf_champions_cup,,,,,,2025,,2025
CONCACAF Central American Cup,concacaf_central_american_cup,,,,,,2025,,2025
U-17 South American Championship,u_17_south_american_championship,,,,,,2025,,2025
Copa Libertadores,copa_libertadores,,,,,,2025,,2025
U20 Copa Libertadores,u20_copa_libertadores,,,,,,2025,,2025
Copa Sudamericana,copa_sudamericana,,,,,,2025,,2025
CONCACAF U-20 Championship,concacaf_u_20_championship,,,,,,2025,,2025
CONCACAF U-20 Championship-Qualifying,concacaf_u_20_championship_qualifying,,,,,,2025,,2025
CONCACAF U17-Championship,concacaf_u17_championship,,,,,,2025,,2025
Recopa Sudamericana,recopa_sudamericana,,,,,,2025,,2025
CONCACAF Caribbean Cup,concacaf_caribbean_cup,,,,,,2025,,2025
CFU Club Shield,cfu_club_shield,,,,,,2025,,2025
CONCACAF Nations League Finals,concacaf_nations_league_finals,,,,,,2025,,2025
CONCACAF Nations League A,concacaf_nations_league_a,,,,,,2025,,2025
CONCACAF Nations League B,concacaf_nations_league_b,,,,,,2025,,2025
CONCACAF Nations League C,concacaf_nations_league_c,,,,,,2025,,2025
CONCACAF Nations League Qualifikation,concacaf_nations_league_qualifikation,,,,,,2025,,2025
CONCACAF Cup,concacaf_cup,,,,,,2025,,2025
Copa América Centenario 2016,copa_america_centenario_2016,,,,,,2025,,2025
Copa América Centenario Play-In,copa_america_centenario_play_in,,,,,,2025,,2025
Gold Cup Qualification,gold_cup_qualification,,,,,,2025,,2025
Gold Cup Play-Off,gold_cup_play_off,,,,,,2025,,2025
UNCAF Nations Cup-Qualifikation,uncaf_nations_cup_qualifikation,,,,,,2025,,2025
UNCAF Nations Cup,uncaf_nations_cup,,,,,,2025,,2025
Gold Cup,gold_cup,,,,,,2025,,2025
Caribbean Cup Qualifikation,caribbean_cup_qualifikation,,,,,,2025,,2025
Caribbean Cup (- 2017),caribbean_cup_2017,,,,,,2025,,2025
Copa América,copa_america,,,,,,2025,,2025
Campeonato Sudamericano 1967,campeonato_sudamericano_1967,,,,,,2025,,2025
Qualifikation Campeonato Sudamericano,qualifikation_campeonato_sudamericano,,,,,,2025,,2025
CONCACAF Championship (- 1989),concacaf_championship_1989,,,,,,2025,,2025
Campeonato Sudamericano 1963,campeonato_sudamericano_1963,,,,,,2025,,2025
Campeonato Sudamericano 1959,campeonato_sudamericano_1959,,,,,,2025,,2025
Campeonato Sudamericano 1959 Ecuador,campeonato_sudamericano_1959_ecuador,,,,,,2025,,2025
Campeonato Sudamericano 1957,campeonato_sudamericano_1957,,,,,,2025,,2025
Campeonato Sudamericano 1956,campeonato_sudamericano_1956,,,,,,2025,,2025
Campeonato Sudamericano 1955,campeonato_sudamericano_1955,,,,,,2025,,2025
Campeonato Sudamericano 1953,campeonato_sudamericano_1953,,,,,,2025,,2025
Panamerican Championship (- 1960),panamerican_championship_1960,,,,,,2025,,2025
Campeonato Sudamericano 1949,campeonato_sudamericano_1949,,,,,,2025,,2025
Campeonato Sudamericano 1947,campeonato_sudamericano_1947,,,,,,2025,,2025
Campeonato Sudamericano 1946,campeonato_sudamericano_1946,,,,,,2025,,2025
Campeonato Sudamericano 1945,campeonato_sudamericano_1945,,,,,,2025,,2025
Campeonato Sudamericano 1942,campeonato_sudamericano_1942,,,,,,2025,,2025
Campeonato Centroamericano y del Caribe,campeonato_centroamericano_y_del_caribe,,,,,,2025,,2025
Campeonato Sudamericano 1941,campeonato_sudamericano_1941,,,,,,2025,,2025
Campeonato Sudamericano 1939,campeonato_sudamericano_1939,,,,,,2025,,2025
Campeonato Sudamericano 1937,campeonato_sudamericano_1937,,,,,,2025,,2025
Campeonato Sudamericano 1935,campeonato_sudamericano_1935,,,,,,2025,,2025
Campeonato Sudamericano 1929,campeonato_sudamericano_1929,,,,,,2025,,2025
Campeonato Sudamericano 1927,campeonato_sudamericano_1927,,,,,,2025,,2025
Campeonato Sudamericano 1926,campeonato_sudamericano_1926,,,,,,2025,,2025
Campeonato Sudamericano 1925,campeonato_sudamericano_1925,,,,,,2025,,2025
Campeonato Sudamericano 1924,campeonato_sudamericano_1924,,,,,,2025,,2025
Campeonato Sudamericano 1923,campeonato_sudamericano_1923,,,,,,2025,,2025
Campeonato Sudamericano 1922,campeonato_sudamericano_1922,,,,,,2025,,2025
Campeonato Sudamericano 1921,campeonato_sudamericano_1921,,,,,,2025,,2025
Campeonato Sudamericano 1920,campeonato_sudamericano_1920,,,,,,2025,,2025
Campeonato Sudamericano 1919,campeonato_sudamericano_1919,,,,,,2025,,2025
Campeonato Sudamericano 1917,campeonato_sudamericano_1917,,,,,,2025,,2025
Campeonato Sudamericano 1916,campeonato_sudamericano_1916,,,,,,2025,,2025
Serie A,first_tier,Italy,IT1,20.0,535.0,,2025,,2025
Serie B,second_tier,Italy,IT1,20.0,535.0,,2025,,2025
Serie C - C,third_tier,Italy,IT1,20.0,535.0,,2025,,2025
Italy Cup,domestic_cup,Italy,IT1,20.0,535.0,,2025,,2025
Supercoppa Italiana,domestic_super_cup,Italy,IT1,20.0,535.0,,2025,,2025
Premier League,first_tier,England,GB1,20.0,528.0,,2025,,2025
Championship,second_tier,England,GB1,20.0,528.0,,2025,,2025
League One,third_tier,England,GB1,20.0,528.0,,2025,,2025
FA Cup,domestic_cup,England,GB1,20.0,528.0,,2025,,2025
Community Shield,domestic_super_cup,England,GB1,20.0,528.0,,2025,,2025
LaLiga,first_tier,Spain,ES1,20.0,520.0,,2025,,2025
LaLiga2,second_tier,Spain,ES1,20.0,520.0,,2025,,2025
Primera Federación - Gr. I,third_tier,Spain,ES1,20.0,520.0,,2025,,2025
Copa del Rey,domestic_cup,Spain,ES1,20.0,520.0,,2025,,2025
Supercopa,domestic_super_cup,Spain,ES1,20.0,520.0,,2025,,2025
Ligue 1,first_tier,France,FR1,18.0,479.0,,2025,,2025
Ligue 2,second_tier,France,FR1,18.0,479.0,,2025,,2025
Championnat National,third_tier,France,FR1,18.0,479.0,,2025,,2025
Coupe de France,domestic_cup,France,FR1,18.0,479.0,,2025,,2025
Trophée des Champions,domestic_super_cup,France,FR1,18.0,479.0,,2025,,2025
Liga Portugal,first_tier,Portugal,PO1,18.0,486.0,,2025,,2025
Liga Portugal 2,second_tier,Portugal,PO1,18.0,486.0,,2025,,2025
Liga 3,third_tier,Portugal,PO1,18.0,486.0,,2025,,2025
Taça de Portugal,domestic_cup,Portugal,PO1,18.0,486.0,,2025,,2025
Supertaça,domestic_super_cup,Portugal,PO1,18.0,486.0,,2025,,2025
Süper Lig,first_tier,Türkiye,TR1,18.0,515.0,,2025,,2025
1.Lig,second_tier,Türkiye,TR1,18.0,515.0,,2025,,2025
2.Lig Kirmizi,third_tier,Türkiye,TR1,18.0,515.0,,2025,,2025
Türkiye Kupasi,domestic_cup,Türkiye,TR1,18.0,515.0,,2025,,2025
TFF Süper Kupa,domestic_super_cup,Türkiye,TR1,18.0,515.0,,2025,,2025
Jupiler Pro League,first_tier,Belgium,BE1,16.0,452.0,,2025,,2025
Challenger Pro League,second_tier,Belgium,BE1,16.0,452.0,,2025,,2025
1ste Nationale ACFF,third_tier,Belgium,BE1,16.0,452.0,,2025,,2025
Croky Cup,domestic_cup,Belgium,BE1,16.0,452.0,,2025,,2025
Volkswagen Supercup,domestic_super_cup,Belgium,BE1,16.0,452.0,,2025,,2025
Premier Liga,first_tier,Russia,RU1,16.0,450.0,,2025,,2025
1.Division,second_tier,Russia,RU1,16.0,450.0,,2025,,2025
2. Division A (Phase 2),third_tier,Russia,RU1,16.0,450.0,,2025,,2025
Russian Cup,domestic_cup,Russia,RU1,16.0,450.0,,2025,,2025
Russian Super Cup,domestic_super_cup,Russia,RU1,16.0,450.0,,2025,,2025
Eredivisie,first_tier,Netherlands,NL1,18.0,498.0,,2025,,2025
Keuken Kampioen Divisie,second_tier,Netherlands,NL1,18.0,498.0,,2025,,2025
Tweede Divisie,third_tier,Netherlands,NL1,18.0,498.0,,2025,,2025
KNVB Beker,domestic_cup,Netherlands,NL1,18.0,498.0,,2025,,2025
