competition_name,competition_type,country_name,country_code,total_clubs,total_players,total_value,source_league,season_id,competition_code
O'zbekiston Pro Liga,second_tier,Uzbekistan,UZ1,16.0,403.0,93430000.0,2023,,2023
Uzbekistan Cup,domestic_cup,Uzbekistan,UZ1,16.0,403.0,93430000.0,2023,,2023
Uzbekistan Supercup,domestic_super_cup,Uzbekistan,UZ1,16.0,403.0,93430000.0,2023,,2023
Super League,first_tier,Malaysia,MYS1,13.0,399.0,56920000.0,2023,,2023
Piala Malaysia,domestic_cup,Malaysia,MYS1,13.0,399.0,56920000.0,2023,,2023
Saudi Pro League,first_tier,Saudi Arabia,SA1,18.0,502.0,,2023,,2023
Saudi First Division League,second_tier,Saudi Arabia,SA1,18.0,502.0,,2023,,2023
King's Cup,domestic_cup,Saudi Arabia,SA1,18.0,502.0,,2023,,2023
Saudi Super Cup,domestic_super_cup,Saudi Arabia,SA1,18.0,502.0,,2023,,2023
Jindal League,first_tier,Oman,OM1L,14.0,515.0,39740000.0,2023,,2023
Jogorku Liga,first_tier,Kyrgyzstan,KG1L,16.0,434.0,37410000.0,2023,,2023
Kyrgyzstan Cup,domestic_cup,Kyrgyzstan,KG1L,16.0,434.0,37410000.0,2023,,2023
V.League 1,first_tier,Vietnam,VIE1,14.0,446.0,56500000.0,2023,,2023
Vietnam Cup,domestic_cup,Vietnam,VIE1,14.0,446.0,56500000.0,2023,,2023
Thai League,first_tier,Thailand,THA1,16.0,492.0,80930000.0,2023,,2023
Thai League 2,second_tier,Thailand,THA1,16.0,492.0,80930000.0,2023,,2023
Thai FA Cup,domestic_cup,Thailand,THA1,16.0,492.0,80930000.0,2023,,2023
Indian Super League,first_tier,India,IND1,14.0,396.0,37200000.0,2023,,2023
Indian Football League,second_tier,India,IND1,14.0,396.0,37200000.0,2023,,2023
I-League 2,third_tier,India,IND1,14.0,396.0,37200000.0,2023,,2023
Durand Cup,domestic_cup,India,IND1,14.0,396.0,37200000.0,2023,,2023
Super Cup,domestic_super_cup,India,IND1,14.0,396.0,37200000.0,2023,,2023
Super League,first_tier,China,CSL,16.0,513.0,165510000.0,2023,,2023
League One,second_tier,China,CSL,16.0,513.0,165510000.0,2023,,2023
League Two A,third_tier,China,CSL,16.0,513.0,165510000.0,2023,,2023
Chinese FA Cup,domestic_cup,China,CSL,16.0,513.0,165510000.0,2023,,2023
Chinese Super Cup,domestic_super_cup,China,CSL,16.0,513.0,165510000.0,2023,,2023
Lebanese Premier League,first_tier,Lebanon,LIB1,12.0,327.0,32909999.999999996,2023,,2023
Jordanian Pro League,first_tier,Jordan,JO1L,10.0,300.0,30980000.0,2023,,2023
Persian Gulf League,first_tier,Iran,IRN1,16.0,490.0,132880000.0,2023,,2023
Azadegan League,second_tier,Iran,IRN1,16.0,490.0,132880000.0,2023,,2023
League 2,third_tier,Iran,IRN1,16.0,490.0,132880000.0,2023,,2023
Hazfi Cup,domestic_cup,Iran,IRN1,16.0,490.0,132880000.0,2023,,2023
Iran Super Cup,domestic_super_cup,Iran,IRN1,16.0,490.0,132880000.0,2023,,2023
C. Premier League,first_tier,Cambodia,KHM1,11.0,328.0,17010000.0,2023,,2023
Cambodian Super Cup,domestic_super_cup,Cambodia,KHM1,11.0,328.0,17010000.0,2023,,2023
Hong Kong Premier League,first_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2023,,2023
Hong Kong First Division,second_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2023,,2023
Hong Kong Second Division,third_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2023,,2023
Hong Kong FA Cup,domestic_cup,Hongkong,HGKG,10.0,323.0,20850000.0,2023,,2023
Premier League,first_tier,Singapore,SIN1,8.0,197.0,19110000.0,2023,,2023
Singapore Cup,domestic_cup,Singapore,SIN1,8.0,197.0,19110000.0,2023,,2023
Singapore Community Shield,domestic_super_cup,Singapore,SIN1,8.0,197.0,19110000.0,2023,,2023
Myanmar National League,first_tier,Myanmar,MYA1,12.0,381.0,15730000.0,2023,,2023
Super League,first_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2023,,2023
Championship,second_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2023,,2023
Liga Nusantara,third_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2023,,2023
Liga MX Clausura,first_tier,Mexico,MEX1,18.0,472.0,925580000.0,2023,,2023
Liga Expansión MX Cl.,second_tier,Mexico,MEX1,18.0,472.0,925580000.0,2023,,2023
MLS,first_tier,United States,MLS1,30.0,862.0,,2023,,2023
USLC,second_tier,United States,MLS1,30.0,862.0,,2023,,2023
MLS Next Pro,third_tier,United States,MLS1,30.0,862.0,,2023,,2023
US Open Cup,domestic_cup,United States,MLS1,30.0,862.0,,2023,,2023
Liga DIMAYOR I,first_tier,Colombia,COLP,20.0,525.0,205080000.0,2023,,2023
Torneo DIMAYOR I,second_tier,Colombia,COLP,20.0,525.0,205080000.0,2023,,2023
Copa Colombia,domestic_cup,Colombia,COLP,20.0,525.0,205080000.0,2023,,2023
Superliga Águila de Campeones,domestic_super_cup,Colombia,COLP,20.0,525.0,205080000.0,2023,,2023
Liga AUF Apertura,first_tier,Uruguay,URU1,16.0,471.0,167850000.0,2023,,2023
Torneo Competencia,second_tier,Uruguay,URU1,16.0,471.0,167850000.0,2023,,2023
Supercopa ,domestic_super_cup,Uruguay,URU1,16.0,471.0,167850000.0,2023,,2023
Série A,first_tier,Brazil,BRA1,20.0,658.0,,2023,,2023
Série B,second_tier,Brazil,BRA1,20.0,658.0,,2023,,2023
Série C,third_tier,Brazil,BRA1,20.0,658.0,,2023,,2023
Copa do Brasil,domestic_cup,Brazil,BRA1,20.0,658.0,,2023,,2023
Supercopa Rei,domestic_super_cup,Brazil,BRA1,20.0,658.0,,2023,,2023
Vysshaya Liga,first_tier,Tajikistan,TAD1,12.0,286.0,20050000.0,2023,,2023
LigaPro Serie A,first_tier,Ecuador,EC1N,16.0,447.0,162040000.0,2023,,2023
Liga Pro Serie B,second_tier,Ecuador,EC1N,16.0,447.0,162040000.0,2023,,2023
Copa Ecuador,domestic_cup,Ecuador,EC1N,16.0,447.0,162040000.0,2023,,2023
Supercopa Ecuador,domestic_super_cup,Ecuador,EC1N,16.0,447.0,162040000.0,2023,,2023
Liga Primera,first_tier,Chile,CLPD,16.0,423.0,161080000.0,2023,,2023
Liga de Ascenso,second_tier,Chile,CLPD,16.0,423.0,161080000.0,2023,,2023
Segunda División,third_tier,Chile,CLPD,16.0,423.0,161080000.0,2023,,2023
Copa Chile,domestic_cup,Chile,CLPD,16.0,423.0,161080000.0,2023,,2023
Supercopa de Chile,domestic_super_cup,Chile,CLPD,16.0,423.0,161080000.0,2023,,2023
Liga 1 Apertura,first_tier,Peru,TDeA,18.0,533.0,139770000.0,2023,,2023
Liga 2,second_tier,Peru,TDeA,18.0,533.0,139770000.0,2023,,2023
Liga 3,third_tier,Peru,TDeA,18.0,533.0,139770000.0,2023,,2023
Primera División Apertura,first_tier,Paraguay,PR1A,12.0,371.0,136750000.0,2023,,2023
División Intermedia,second_tier,Paraguay,PR1A,12.0,371.0,136750000.0,2023,,2023
División Profesional,first_tier,Bolivia,BO1A,16.0,507.0,89250000.0,2023,,2023
BFL ,first_tier,Bangladesh,BGD1,10.0,337.0,15230000.0,2023,,2023
Federation Cup,domestic_cup,Bangladesh,BGD1,10.0,337.0,15230000.0,2023,,2023
Bangladesh Super Cup,domestic_super_cup,Bangladesh,BGD1,10.0,337.0,15230000.0,2023,,2023
Liga FUTVE Apertura,first_tier,Venezuela,VZ1A,14.0,425.0,84860000.0,2023,,2023
Liga FUTVE 2,second_tier,Venezuela,VZ1A,14.0,425.0,84860000.0,2023,,2023
Liga Nacional Apertura,first_tier,Honduras,HO1A,11.0,325.0,29930000.0,2023,,2023
National League Apertura ,first_tier,Guatemala,GU1A,12.0,323.0,39650000.0,2023,,2023
NB I.,first_tier,Hungary,UN2,16.0,426.0,37710000.0,2023,,2023
NB II.,second_tier,Hungary,UN2,16.0,426.0,37710000.0,2023,,2023
Magyar Kupa,domestic_cup,Hungary,UN2,16.0,426.0,37710000.0,2023,,2023
Liga Panameña Clausura,first_tier,Panama,PN1C,12.0,281.0,29000000.0,2023,,2023
Prva Liga,first_tier,Slovenia,SL2,16.0,395.0,21680000.0,2023,,2023
Druga Liga,second_tier,Slovenia,SL2,16.0,395.0,21680000.0,2023,,2023
Pokal Slovenije,domestic_cup,Slovenia,SL2,16.0,395.0,21680000.0,2023,,2023
Kategoria Superiore,first_tier,Albania,ALB2,12.0,300.0,21360000.0,2023,,2023
Kategoria e Parë,second_tier,Albania,ALB2,12.0,300.0,21360000.0,2023,,2023
Kupa e Shqipërisë,domestic_cup,Albania,ALB2,12.0,300.0,21360000.0,2023,,2023
Superkupa e Shqipërisë,domestic_super_cup,Albania,ALB2,12.0,300.0,21360000.0,2023,,2023
Premijer Liga BiH,first_tier,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2023,,2023
Prva liga FBIH,second_tier,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2023,,2023
Kup BiH,domestic_cup,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2023,,2023
Niké Liga,first_tier,Slovakia,SK2,16.0,399.0,19030000.0,2023,,2023
MONACObet liga,second_tier,Slovakia,SK2,16.0,399.0,19030000.0,2023,,2023
Slovnaft Cup,domestic_cup,Slovakia,SK2,16.0,399.0,19030000.0,2023,,2023
Premier League,first_tier,Armenia,ARM2,16.0,489.0,8680000.0,2023,,2023
First League,second_tier,Armenia,ARM2,16.0,489.0,8680000.0,2023,,2023
Armenian Independence Cup,domestic_cup,Armenia,ARM2,16.0,489.0,8680000.0,2023,,2023
Armenian Supercup,domestic_super_cup,Armenia,ARM2,16.0,489.0,8680000.0,2023,,2023
Vysheyshaya Liga,first_tier,Belarus,WER2,18.0,461.0,18480000.0,2023,,2023
Pershaya Liga,second_tier,Belarus,WER2,18.0,461.0,18480000.0,2023,,2023
Belarusian Cup,domestic_cup,Belarus,WER2,18.0,461.0,18480000.0,2023,,2023
Belarusian Super Cup,domestic_super_cup,Belarus,WER2,18.0,461.0,18480000.0,2023,,2023
Besta deild,first_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2023,,2023
Lengjudeild,second_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2023,,2023
2. deild,third_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2023,,2023
Mjólkurbikar,domestic_cup,Iceland,IS2,12.0,280.0,8220000.000000001,2023,,2023
Meistarakeppni,domestic_super_cup,Iceland,IS2,12.0,280.0,8220000.000000001,2023,,2023
Premier Liga,first_tier,Kazakhstan,KAS2,14.0,397.0,1530000.0,2023,,2023
Pervaya Liga,second_tier,Kazakhstan,KAS2,14.0,397.0,1530000.0,2023,,2023
Kazakhstan Cup,domestic_cup,Kazakhstan,KAS2,14.0,397.0,1530000.0,2023,,2023
Kasachischer Supercup,domestic_super_cup,Kazakhstan,KAS2,14.0,397.0,1530000.0,2023,,2023
Erovnuli Liga,first_tier,Georgia,GEO2,10.0,252.0,1230000.0,2023,,2023
Erovnuli Liga 2,second_tier,Georgia,GEO2,10.0,252.0,1230000.0,2023,,2023
David Kipiani Cup,domestic_cup,Georgia,GEO2,10.0,252.0,1230000.0,2023,,2023
Cyprus League,first_tier,Cyprus,CYP2,16.0,426.0,975000.0,2023,,2023
2. Division,second_tier,Cyprus,CYP2,16.0,426.0,975000.0,2023,,2023
Kypello Kyprou,domestic_cup,Cyprus,CYP2,16.0,426.0,975000.0,2023,,2023
Cypriot Super Cup,domestic_super_cup,Cyprus,CYP2,16.0,426.0,975000.0,2023,,2023
Veikkausliiga,first_tier,Finland,FI2,10.0,253.0,4760000.0,2023,,2023
Ykkösliiga,second_tier,Finland,FI2,10.0,253.0,4760000.0,2023,,2023
Ykkönen,third_tier,Finland,FI2,10.0,253.0,4760000.0,2023,,2023
Suomen Cup,domestic_cup,Finland,FI2,10.0,253.0,4760000.0,2023,,2023
Torneo Apertura ,first_tier,Argentina,ARG1,30.0,916.0,965930000.0,2023,,2023
Primera Nacional,second_tier,Argentina,ARG1,30.0,916.0,965930000.0,2023,,2023
Primera B Metropolitana,third_tier,Argentina,ARG1,30.0,916.0,965930000.0,2023,,2023
Copa Argentina,domestic_cup,Argentina,ARG1,30.0,916.0,965930000.0,2023,,2023
Supercopa Internacional,domestic_super_cup,Argentina,ARG1,30.0,916.0,965930000.0,2023,,2023
Meistaradeildin,first_tier,Faroe Islands,FAR2,10.0,352.0,685000.0,2023,,2023
1. deild,second_tier,Faroe Islands,FAR2,10.0,352.0,685000.0,2023,,2023
Løgmanssteypið,domestic_cup,Faroe Islands,FAR2,10.0,352.0,685000.0,2023,,2023
Stórsteypadystur,domestic_super_cup,Faroe Islands,FAR2,10.0,352.0,685000.0,2023,,2023
Virsliga,first_tier,Latvia,LET2,14.0,413.0,350000.0,2023,,2023
Futbola Pirmā līga,second_tier,Latvia,LET2,14.0,413.0,350000.0,2023,,2023
Primera División Apertura,first_tier,Costa Rica,CRPD,10.0,271.0,48270000.0,2023,,2023
Copa de Costa Rica,domestic_cup,Costa Rica,CRPD,10.0,271.0,48270000.0,2023,,2023
Recopa Costa Rica,domestic_super_cup,Costa Rica,CRPD,10.0,271.0,48270000.0,2023,,2023
Primera Divisió,first_tier,Andorra,AND1,10.0,231.0,24350000.0,2023,,2023
Segona Divisió,second_tier,Andorra,AND1,10.0,231.0,24350000.0,2023,,2023
Copa Constitució,domestic_cup,Andorra,AND1,10.0,231.0,24350000.0,2023,,2023
Camp. Sammarinese,first_tier,San Marino,SMR1,16.0,385.0,11140000.0,2023,,2023
Coppa Titano,domestic_cup,San Marino,SMR1,16.0,385.0,11140000.0,2023,,2023
Supercoppa San Marino,domestic_super_cup,San Marino,SMR1,16.0,385.0,11140000.0,2023,,2023
Primera División Apertura,first_tier,El Salvador,SL1A,12.0,313.0,34060000.0,2023,,2023
Copa El Salvador,domestic_cup,El Salvador,SL1A,12.0,313.0,34060000.0,2023,,2023
Supercopa de El Salvador,domestic_super_cup,El Salvador,SL1A,12.0,313.0,34060000.0,2023,,2023
Gibraltar Football League,first_tier,Gibraltar,GI1,12.0,317.0,12490000.0,2023,,2023
Rock Cup,domestic_cup,Gibraltar,GI1,12.0,317.0,12490000.0,2023,,2023
Pepe Reyes Cup,domestic_super_cup,Gibraltar,GI1,12.0,317.0,12490000.0,2023,,2023
Premyer Liqa,first_tier,Azerbaijan,AZ1,12.0,307.0,123430000.0,2023,,2023
Azerbaycan Kuboku,domestic_cup,Azerbaijan,AZ1,12.0,307.0,123430000.0,2023,,2023
Superliga e Kosovës,first_tier,Kosovo,KO1,10.0,277.0,50230000.0,2023,,2023
Kupa e Kosovës,domestic_cup,Kosovo,KO1,10.0,277.0,50230000.0,2023,,2023
Superkupa e Kosovës,domestic_super_cup,Kosovo,KO1,10.0,277.0,50230000.0,2023,,2023
Premier Division,first_tier,Ireland,IR1,10.0,312.0,32630000.000000004,2023,,2023
First Division,second_tier,Ireland,IR1,10.0,312.0,32630000.000000004,2023,,2023
FAI Cup,domestic_cup,Ireland,IR1,10.0,312.0,32630000.000000004,2023,,2023
President's Cup,domestic_super_cup,Ireland,IR1,10.0,312.0,32630000.000000004,2023,,2023
Premium Liiga,first_tier,Estonia,EST1,10.0,260.0,28140000.0,2023,,2023
Esiliiga,second_tier,Estonia,EST1,10.0,260.0,28140000.0,2023,,2023
Esiliiga B,third_tier,Estonia,EST1,10.0,260.0,28140000.0,2023,,2023
Eesti Karikas,domestic_cup,Estonia,EST1,10.0,260.0,28140000.0,2023,,2023
Eesti Superkarikas,domestic_super_cup,Estonia,EST1,10.0,260.0,28140000.0,2023,,2023
Fiji Premier League,first_tier,Fiji,FIJ1,10.0,384.0,13100000.0,2023,,2023
National League - North,first_tier,New Zealand,NNL1,12.0,290.0,13420000.0,2023,,2023
Chatham Cup,domestic_cup,New Zealand,NNL1,12.0,290.0,13420000.0,2023,,2023
BGL Ligue,first_tier,Luxembourg,LUX1,16.0,438.0,26130000.0,2023,,2023
Ehrenpromotion,second_tier,Luxembourg,LUX1,16.0,438.0,26130000.0,2023,,2023
Coupe de Luxembourg,domestic_cup,Luxembourg,LUX1,16.0,438.0,26130000.0,2023,,2023
Super Liga,first_tier,Moldova,ML1P,6.0,206.0,1850000.0,2023,,2023
Liga 1 (Promotion),second_tier,Moldova,ML1P,6.0,206.0,1850000.0,2023,,2023
Moldovan Cup,domestic_cup,Moldova,ML1P,6.0,206.0,1850000.0,2023,,2023
PFL,first_tier,Philippines,PFL1,11.0,343.0,11470000.0,2023,,2023
Cymru Premier,first_tier,Wales,WAL1,12.0,264.0,14840000.0,2023,,2023
Cymru North,second_tier,Wales,WAL1,12.0,264.0,14840000.0,2023,,2023
Welsh Cup,domestic_cup,Wales,WAL1,12.0,264.0,14840000.0,2023,,2023
Premier League Opening Round,first_tier,Malta,MAL2,16.0,452.0,385000.0,2023,,2023
Challenge League,second_tier,Malta,MAL2,16.0,452.0,385000.0,2023,,2023
National Amateur League I,third_tier,Malta,MAL2,16.0,452.0,385000.0,2023,,2023
Jubilee Cup,domestic_cup,Malta,MAL2,16.0,452.0,385000.0,2023,,2023
Maltese Super Cup,domestic_super_cup,Malta,MAL2,16.0,452.0,385000.0,2023,,2023
Football Premier League,first_tier,Chinese Taipei,TFPL,8.0,228.0,4940000.0,2023,,2023
Football League Div.2,second_tier,Chinese Taipei,TFPL,8.0,228.0,4940000.0,2023,,2023
Lao League 1,first_tier,Laos,LAO1,10.0,281.0,4810000.0,2023,,2023
Prime Minister Cup ,domestic_cup,Laos,LAO1,10.0,281.0,4810000.0,2023,,2023
Sri Lanka Champions League - GS,second_tier,Sri Lanka,SRL1,14.0,333.0,,2023,,2023
Prva liga,first_tier,North Macedonia,MAZ1,12.0,292.0,36680000.0,2023,,2023
Kup na Makedonija,domestic_cup,North Macedonia,MAZ1,12.0,292.0,36680000.0,2023,,2023
D. Premier League,first_tier,Maldives,MLD1,10.0,289.0,1430000.0,2023,,2023
Bhutan Premier League,first_tier,Bhutan,BH1L,10.0,309.0,945000.0,2023,,2023
CanPL,first_tier,Canada,CDN1,8.0,204.0,22600000.0,2023,,2023
Canadian Championship,domestic_cup,Canada,CDN1,8.0,204.0,22600000.0,2023,,2023
Jamaica Premier League,first_tier,Jamaica,JPL1,14.0,582.0,700000.0,2023,,2023
Meridianbet 1. CFL,first_tier,Montenegro,MNE1,10.0,251.0,29210000.0,2023,,2023
2. CFL,second_tier,Montenegro,MNE1,10.0,251.0,29210000.0,2023,,2023
Montenegro Cup,domestic_cup,Montenegro,MNE1,10.0,251.0,29210000.0,2023,,2023
Liga Primera Apertura,first_tier,Nicaragua,NC1A,10.0,277.0,2830000.0,2023,,2023
Copa Primera,domestic_cup,Nicaragua,NC1A,10.0,277.0,2830000.0,2023,,2023
Liga de Belice Clausura,first_tier,Belize,BZ1C,7.0,213.0,275000.0,2023,,2023
Premiership,first_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2023,,2023
Championship ,second_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2023,,2023
Intermediate,third_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2023,,2023
Irish League Cup,domestic_cup,Northern Ireland,NIR1,12.0,311.0,29960000.0,2023,,2023
NIFL Charity Shield,domestic_super_cup,Northern Ireland,NIR1,12.0,311.0,29960000.0,2023,,2023
Liga Puerto Rico Apertura,first_tier,Puerto Rico,PRA1,10.0,356.0,125000.0,2023,,2023
Liga Dominicana - Liguilla,first_tier,Dominican Republic,DO1P,6.0,139.0,225000.0,2023,,2023
Toplyga,first_tier,Lithuania,LTU2,16.0,393.0,400000.0,2023,,2023
I Lyga,second_tier,Lithuania,LTU2,16.0,393.0,400000.0,2023,,2023
Lithuanian Cup,domestic_cup,Lithuania,LTU2,16.0,393.0,400000.0,2023,,2023
Lithuanian Supercup,domestic_super_cup,Lithuania,LTU2,16.0,393.0,400000.0,2023,,2023
